"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","auc1","auc2","auc3","auc4","auc5","auc6","auc7","auc8","auc9","auc10"
"f_diff_saldo_medio_var5_8_ult11","num_var35","imp_ent_var16_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_num_var30_4","saldo_medio_var5_hace3","new_ftr_ult1_ult3_ratio_num_var22","n0","abs_f_diff_num_var30_4","var15_ratio","max.saldo","saldo_var30","new_num_var30_0","abs_f_diff_saldo_var5_42","num_var45_hace3","f_diff_var_15_larger","ind_comb_rank","f_diff_var_15_var_38","0.843297","0.8406","0.819393","0.823905","0.835126","0.809356","0.82208","0.825503","0.83245","0.846671"
"abs_f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_var_15_var_36_less_60","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_ind_group5_sum","var15","new_num_var5_0","abs_f_diff_saldo_var5_42","saldo_var42","nonzerocount.saldo","ind_comb_rank","num_var45_ult1","f_diff_saldo_var5_saldo_medio_var5_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","num_of_used","f_diff_num_var22_ult3_num_med_var45_ult3","new_ftr_ult1_ult3_ratio_num_var45","f_num_quan_70_sum_saldo","imp_trans_var37_ult1","0.833839","0.834781","0.814337","0.816108","0.816306","0.821419","0.810904","0.817831","0.805476","0.818774"
"var15","num_of_used","num_var35","new_num_prcnt","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_var22_ult1","var38_ratio","new_num_group5_prcnt","imp_op_var41_ult1","new_ftr_ult1_ult3_ratio_num_var45","new_ind_sum","saldo_var30","ind_var30","new_num_group5_sum","num_meses_var5_ult3","f_diff_var_15_var_36_less_60","max.saldo","abs_f_diff_saldo_medio_var5_8_ult11","0.833494","0.832877","0.832849","0.82124","0.825211","0.817727","0.839718","0.828953","0.836151","0.842004"
"var38_ratio","saldo_medio_var5_hace2","var15","var15_ratio","new_ind_0_group5_sum","abs_f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","imp_var43_emit_ult1","num_var5","nonzerocount.saldo","abs_f_diff_imp_op_var41_efect_comer_ult1","f_diff_var_15_var_36_cutpoint_smaller","ind_comb_rank","num_var4","new_ind_var5_0","num_of_used","f_num_3_sum_num","num_var22_hace3","0.839374","0.814973","0.834906","0.823463","0.814946","0.808926","0.83575","0.822557","0.831203","0.845067"
"num_var4","imp_op_var41_efect_ult3","saldo_medio_var5_ult3","max.saldo","var38_ratio","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","num_var30","abs_f_diff_saldo_medio_var5_ult13","saldo_var5","saldo_medio_var5_hace3","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","nonzerocount.saldo","saldo_medio_var5_hace2","num_var42","f_diff_num_var30_4","num_var45_hace3","saldo_var30","f_diff_var_15_var_36_rank","0.821419","0.811876","0.838225","0.82441","0.825677","0.807958","0.817754","0.805265","0.831651","0.84401"
"new_ind_var5_0","num_of_used","max.saldo","num_var30","saldo_var30","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","f_num_quan_70_sum_saldo","new_num_var8_0","new_num_var30_0","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_num_var30_4","var15_ratio","f_diff_var_15_var_36_rank","f_diff_var_15_var_38","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","0.833859","0.829791","0.826868","0.812136","0.830027","0.813421","0.819297","0.818008","0.818503","0.837534"
"new_num_var8_0","abs_f_diff_saldo_var5_30","f_diff_var_15_var_36_rank","max.saldo","var38","f_diff_var_15_var_36_cutpoint_smaller","var15_ratio","f_num_quan_70_sum_saldo","new_ind_group5_sum","num_of_used","num_var45_hace2","abs_f_ratio_num_var5_saldo_var5","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","new_num_var5_0","f_diff_var_15_var_38","var36","imp_op_var41_comer_ult3","f_num_3_sum_num","0.838416","0.836472","0.832567","0.814608","0.830417","0.823804","0.833284","0.818564","0.828498","0.842989"
"abs_f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_ratio_num_var5_saldo_var5","new_num_group5_prcnt","num_quantile_diff_3","f_diff_num_var30_4","abs_f_diff_saldo_medio_var5_ult13","num_var22_hace3","num_meses_var5_ult3","var38_ratio","f_diff_saldo_var5_saldo_medio_var5_hace2","var15","num_var22_ult1","num_med_var45_ult3","f_diff_var_15_var_36_cutpoint_smaller","new_num_sum","saldo_var30","f_diff_var_15_larger","ind_comb_rank","0.843688","0.842078","0.839062","0.812434","0.824315","0.830132","0.839257","0.827806","0.833817","0.833657"
"f_diff_var_15_var_36_less_60","ind_var30","f_num_3_sum_num","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_var_15_var_36_rank","num_var4","ind_comb_rank","var15","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_var_15_var_36_cutpoint_smaller","new_ind_group5_sum","num_var35","sald0_quantile_diff_2","f_diff_num_var30_4","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_var5_30","saldo_medio_var5_ult3","abs_f_diff_num_var30_4","0.81764","0.829634","0.807467","0.811068","0.825589","0.800316","0.825724","0.813023","0.823047","0.822025"
"num_meses_var5_ult3","f_diff_var_15_var_36_cutpoint_smaller","abs_f_diff_saldo_var5_30","var15_ratio","f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_imp_op_var39_comer_ult13","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","ind_var5","saldo_var42","max.saldo","var36","f_ratio_num_var42_saldo_var42","num_quantile_diff_3","var38","abs_f_diff_num_var30_4","0.837309","0.837054","0.831942","0.821421","0.832015","0.823803","0.831744","0.801415","0.827948","0.841881"
"f_diff_var_15_var_38","f_diff_saldo_medio_var5_ult13","new_ind_group5_sum","f_diff_num_var30_4","nonzerocount.saldo","saldo_medio_var5_hace3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_num_var30_0","new_ind_var5_0","num_var5","num_var42","sald0_quantile_diff_2","imp_trans_var37_ult1","var15_ratio","num_var4","new_ind_var30_0","saldo_var5","num_var45_hace3","0.831242","0.819702","0.830363","0.80763","0.833171","0.808866","0.816257","0.803482","0.826307","0.826642"
"f_ratio_num_var42_saldo_var42","abs_f_diff_num_var30_4","f_diff_var_15_var_36_less_60","saldo_var42","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","num_var30_0","var38","var15_ratio","var15","f_diff_saldo_medio_var5_ult13","num_var35","f_diff_var_15_var_36_cutpoint_smaller","f_diff_saldo_var5_saldo_medio_var5_hace3","num_quantile_diff_1","new_num_sum","imp_op_var39_efect_ult3","f_num_quan_70_sum_saldo","num_var30","0.837672","0.8409","0.832802","0.822868","0.833003","0.827716","0.835675","0.821495","0.83106","0.844721"
"saldo_var30","var38_ratio","num_quantile_diff_3","nonzerocount.saldo","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","n0","f_diff_saldo_var5_saldo_medio_var5_ult1","new_num_var5_0","f_diff_var_15_larger","saldo_var5","ind_comb_rank","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_ratio_num_var5_saldo_var5","new_num_var30_0","imp_op_var39_comer_ult3","num_var45_ult1","var15","abs_f_diff_saldo_medio_var5_ult13","0.8415","0.831401","0.827357","0.824152","0.831699","0.829142","0.838503","0.823923","0.833964","0.834894"
"num_var42","f_diff_var_15_var_38","num_var22_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","var36","saldo_medio_var8_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","var15","saldo_medio_var5_ult3","abs_f_diff_saldo_var5_30","var15_ratio","saldo_var5","new_num_var5_0","f_diff_saldo_medio_var5_ult13","sald0_quantile_diff_1","new_num_group5_sum","num_var22_hace3","new_ind_sum","0.840923","0.84023","0.812595","0.822874","0.835303","0.826826","0.835963","0.823403","0.831748","0.830021"
"ind_var5","num_var45_hace3","f_ratio_num_var42_saldo_var42","max.saldo","num_var45_ult1","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_var_15_var_36_cutpoint_smaller","num_meses_var39_vig_ult3","num_of_used","num_var30","f_diff_var_15_var_36_less_60","saldo_var42","f_diff_var_15_var_38","abs_f_diff_num_var22_ult3_num_med_var45_ult3","imp_ent_var16_ult1","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","var15","var38","0.836991","0.839367","0.833227","0.822587","0.821943","0.824657","0.835082","0.805499","0.83049","0.843377"
"f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","var15_ratio","abs_f_ratio_num_var30_saldo_var30","num_var45_hace3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","ind_var30","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","var38_ratio","f_diff_num_var45_ult13","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","saldo_var30","saldo_medio_var5_ult3","abs_f_ratio_num_var5_saldo_var5","num_var30_0","n0","num_of_used","num_quantile_diff_3","saldo_medio_var8_ult3","0.843723","0.838054","0.820302","0.823793","0.835014","0.827984","0.83748","0.822795","0.820043","0.839577"
"f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_medio_var5_ult13","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","ind_var30","f_diff_var_15_var_36_cutpoint_smaller","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","new_ftr_ult1_ult3_ratio_saldo_medio_var5","new_num_group5_sum","f_diff_saldo_var5_saldo_medio_var5_hace3","saldo_medio_var5_hace3","var38_ratio","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_ratio_num_var30_saldo_var30","imp_op_var39_comer_ult1","num_med_var45_ult3","num_var35","f_diff_num_var45_ult13","f_diff_var_15_var_36_rank","0.836055","0.834756","0.838036","0.821109","0.820726","0.823607","0.809748","0.805671","0.827649","0.84019"
"new_num_var5_0","num_var22_hace3","abs_f_diff_saldo_var5_42","f_diff_num_var43_emit_recib_ult1","var38","imp_op_var39_comer_ult1","num_var4","var38_ratio","num_of_used","f_diff_saldo_medio_var5_8_ult11","nonzerocount.saldo","num_var22_ult1","sald0_quantile_diff_2","var15","num_var35","ind_var30","saldo_medio_var5_hace3","new_num_var30_0","0.840059","0.817755","0.814906","0.822072","0.813903","0.811778","0.835273","0.822834","0.812198","0.846775"
"num_med_var22_ult3","new_num_0_group5_sum","abs_f_diff_saldo_var5_42","f_diff_num_var43_emit_recib_ult1","new_num_var30_0","var15","var15_ratio","imp_op_var41_efect_ult1","num_var45_hace3","f_diff_num_var30_4","new_ftr_ult1_ult3_ratio_num_var45","sald0_quantile_diff_3","imp_trans_var37_ult1","num_of_used","new_num_group5_prcnt","f_diff_saldo_medio_var5_ult13","imp_op_var41_ult1","saldo_var30","0.829742","0.833845","0.826989","0.812938","0.828682","0.814496","0.823104","0.806826","0.825096","0.835876"
"saldo_var30","f_diff_num_var30_4","new_num_sum","f_diff_var_15_var_36_cutpoint_smaller","new_ind_var30_0","f_num_non_zero_sum_ind","nonzerocount.saldo","num_var45_hace2","new_ind_group5_sum","saldo_medio_var5_hace3","num_quantile_diff_3","f_diff_saldo_var5_saldo_medio_var5_ult1","n0","abs_f_diff_num_var30_4","var15_ratio","imp_trans_var37_ult1","ind_var30","num_of_used","0.831378","0.833845","0.819205","0.812274","0.81895","0.80685","0.81388","0.801983","0.815259","0.828276"
"f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_36_less_60","saldo_medio_var5_ult3","abs_f_ratio_num_var30_saldo_var30","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","imp_op_var39_efect_ult3","new_ind_var5_0","f_diff_num_var22_ult3_num_med_var45_ult3","new_ind_var30_0","num_var4","num_var45_ult3","var15","new_num_sum","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_num_prcnt","new_ind_sum","0.823809","0.816998","0.830191","0.805798","0.812649","0.822317","0.830527","0.816536","0.815035","0.831044"
"new_num_group5_prcnt","abs_f_diff_saldo_var5_42","new_num_var30_0","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_var_15_var_36_rank","abs_f_diff_num_var22_ult3_num_med_var45_ult3","f_diff_var_15_var_36_less_60","abs_f_ratio_num_var30_saldo_var30","f_diff_num_var30_4","var15","num_var42","num_var45_ult3","saldo_var8","imp_trans_var37_ult1","num_var35","var15_ratio","f_diff_saldo_medio_var5_ult13","n0","0.825238","0.819933","0.822789","0.808586","0.821233","0.805703","0.818637","0.811248","0.814157","0.828578"
"num_var42","new_num_sum","abs_f_diff_imp_op_var41_efect_comer_ult1","sald0_quantile_diff_1","var15","f_ratio_num_var42_saldo_var42","num_med_var45_ult3","nonzerocount.saldo","abs_f_diff_num_var30_4","f_diff_saldo_medio_var5_ult13","f_diff_saldo_var5_saldo_medio_var5_hace3","new_ind_var5_0","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","var15_ratio","var38_ratio","num_quantile_diff_1","saldo_medio_var5_ult1","ind_comb_rank","0.818846","0.840706","0.83546","0.821358","0.822158","0.8284","0.836385","0.823087","0.813098","0.845962"
"ind_var30","abs_f_diff_num_var30_4","ind_comb_rank","sald0_quantile_diff_3","nonzerocount.saldo","f_diff_saldo_medio_var5_8_ult11","new_num_var5_0","new_num_group5_prcnt","new_ind_var30_0","var38_ratio","new_ind_sum","var15_ratio","num_of_used","f_diff_num_var45_ult13","saldo_var5","saldo_var30","var38","num_var45_hace3","0.834471","0.839696","0.827478","0.819754","0.83123","0.826298","0.83383","0.823171","0.830727","0.840121"
"saldo_medio_var5_ult1","num_var30","saldo_var42","var15","new_ind_var30_0","f_num_quan_70_sum_saldo","f_diff_var_15_var_38","new_ind_sum","abs_f_diff_saldo_medio_var5_ult13","f_diff_var_15_var_36_cutpoint_smaller","num_var35","num_var4","saldo_medio_var5_hace2","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_var_15_var_36_less_60","num_of_used","nonzerocount.num","abs_f_ratio_num_var30_saldo_var30","0.840243","0.840586","0.836905","0.812091","0.815515","0.828981","0.837963","0.824284","0.81011","0.846027"
"num_med_var22_ult3","var15_ratio","abs_f_ratio_num_var30_saldo_var30","abs_f_diff_saldo_medio_var5_8_ult11","nonzerocount.num","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_ratio_num_var5_saldo_var5","max.saldo","ind_comb_rank","new_ind_group5_sum","imp_op_var41_ult1","saldo_var8","new_num_var30_0","num_var45_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","saldo_medio_var5_ult3","num_var4","0.83198","0.826945","0.819846","0.814875","0.817517","0.821395","0.824123","0.818065","0.808344","0.833565"
"f_diff_var_15_var_36_cutpoint_smaller","n0","abs_f_ratio_num_var30_saldo_var30","f_num_3_sum_num","imp_op_var39_comer_ult1","saldo_var30","new_ind_var30_0","num_var45_hace2","var36","saldo_medio_var5_ult1","new_num_sum","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","var38_ratio","f_diff_num_var45_ult13","f_ratio_num_var42_saldo_var42","sald0_quantile_diff_1","var15_ratio","num_of_used","0.843071","0.835201","0.836719","0.818127","0.826386","0.816977","0.819572","0.808332","0.834459","0.84518"
"abs_f_diff_imp_op_var41_efect_comer_ult1","nonzerocount.num","f_diff_num_var22_ult3_num_med_var45_ult3","ind_var30","saldo_medio_var8_ult3","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_num_group5_sum","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","var15_ratio","saldo_medio_var5_hace2","f_diff_var_15_var_36_rank","saldo_medio_var8_ult1","abs_f_diff_saldo_medio_var5_ult13","saldo_medio_var5_ult1","f_diff_var_15_larger","new_num_group5_prcnt","new_num_sum","sald0_quantile_diff_2","0.813503","0.811875","0.822781","0.81563","0.826146","0.804606","0.81218","0.816539","0.823424","0.839275"
"num_of_used","f_diff_saldo_medio_var5_8_ult11","ind_comb_rank","saldo_var42","num_meses_var39_vig_ult3","abs_f_ratio_num_var30_saldo_var30","num_med_var22_ult3","num_var30","abs_f_ratio_num_var5_saldo_var5","var38","sald0_quantile_diff_1","new_num_var5_0","f_diff_num_var22_ult3_num_med_var45_ult3","var15","max.saldo","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_num_var30_4","saldo_medio_var8_ult1","0.842144","0.831068","0.835286","0.823539","0.818874","0.829263","0.82614","0.818272","0.820765","0.840752"
"saldo_medio_var8_ult3","f_diff_var_15_var_36_rank","num_var22_ult3","new_ind_var30_0","new_ind_sum","saldo_var30","f_num_3_sum_num","f_diff_saldo_var5_saldo_medio_var5_hace2","new_num_var30_0","f_ratio_num_var42_saldo_var42","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","max.saldo","f_num_quan_70_sum_saldo","imp_op_var39_ult1","f_diff_var_15_larger","new_ftr_ult1_ult3_ratio_num_var22","new_num_var8_0","num_var35","0.836607","0.808879","0.833796","0.803039","0.815388","0.806028","0.816583","0.806026","0.808081","0.828411"
"var36","f_num_non_zero_sum_ind","f_num_3_sum_num","f_diff_var_15_var_36_rank","num_of_used","f_diff_var_15_var_38","new_num_group5_prcnt","new_ftr_ult1_ult3_ratio_num_var45","num_var5","new_num_var5_0","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var42","abs_f_diff_num_var30_4","imp_op_var39_efect_ult3","nonzerocount.saldo","saldo_medio_var5_hace3","f_diff_var_15_var_36_less_60","saldo_medio_var5_hace2","0.830832","0.807739","0.833413","0.819085","0.830533","0.821653","0.830064","0.818455","0.825996","0.841797"
"new_ftr_ult1_ult3_ratio_num_var45","var15","abs_f_ratio_num_var30_saldo_var30","num_var35","saldo_medio_var5_ult1","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_saldo_var5_30","new_num_var8_0","var36","num_of_used","num_var22_hace2","saldo_medio_var5_hace2","num_var45_ult3","num_var42","abs_f_diff_saldo_medio_var5_ult13","saldo_medio_var5_hace3","num_var45_ult1","saldo_var30","0.822299","0.822353","0.831253","0.809255","0.827007","0.820415","0.826947","0.815723","0.816025","0.827597"
"f_ratio_num_var42_saldo_var42","new_num_group5_sum","abs_f_diff_saldo_var5_30","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","num_var22_ult3","abs_f_ratio_num_var30_saldo_var30","f_diff_saldo_medio_var5_ult13","new_num_sum","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_num_prcnt","num_var45_hace2","imp_var43_emit_ult1","saldo_var42","var15_ratio","imp_op_var39_ult1","f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","0.816555","0.826363","0.824642","0.811087","0.812922","0.807368","0.818665","0.815562","0.818636","0.831562"
"new_ind_var5_0","sald0_quantile_diff_2","new_ind_sum","new_ind_var30_0","new_ind_0_group5_sum","saldo_medio_var5_hace3","f_diff_var_15_var_36_cutpoint_smaller","num_meses_var39_vig_ult3","num_var45_ult1","var15","saldo_medio_var5_hace2","f_diff_num_var30_4","new_num_group5_prcnt","saldo_var5","new_ind_group5_sum","imp_op_var41_efect_ult1","num_quantile_diff_3","nonzerocount.saldo","0.831679","0.80686","0.828989","0.815437","0.808745","0.820924","0.827753","0.815713","0.82342","0.837213"
"num_var22_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","num_var30","num_of_used","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","ind_comb_rank","saldo_medio_var5_ult1","num_var42","nonzerocount.saldo","abs_f_ratio_num_var30_saldo_var30","f_diff_num_var22_ult3_num_med_var45_ult3","var15","num_med_var45_ult3","var38","f_diff_saldo_medio_var5_ult13","f_diff_var_15_var_36_cutpoint_smaller","f_diff_var_15_var_36_less_60","0.837836","0.834244","0.836973","0.811399","0.833343","0.828654","0.837714","0.81567","0.833264","0.845137"
"f_diff_var_15_var_38","saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_8_ult11","var38","f_num_3_sum_num","var15_ratio","f_diff_saldo_var5_saldo_medio_var5_hace3","var38_ratio","imp_op_var39_efect_ult1","new_num_group5_prcnt","new_ind_sum","new_ftr_ult1_ult3_ratio_num_var45","sald0_quantile_diff_3","f_ratio_num_var42_saldo_var42","abs_f_ratio_num_var30_saldo_var30","ind_var5","num_meses_var5_ult3","num_meses_var39_vig_ult3","0.834337","0.828965","0.836932","0.820159","0.831674","0.828821","0.822442","0.826095","0.824902","0.847085"
"num_var45_hace2","nonzerocount.num","saldo_medio_var8_ult3","new_ind_sum","abs_f_diff_saldo_medio_var5_8_ult11","new_num_group5_sum","f_diff_var_15_var_36_less_60","f_diff_num_var43_emit_recib_ult1","new_num_prcnt","var38_ratio","saldo_var8","f_diff_saldo_medio_var5_ult13","f_num_non_zero_sum_ind","new_num_var30_0","new_num_var5_0","var15_ratio","num_var45_ult1","saldo_medio_var5_hace2","0.838398","0.816647","0.832322","0.800466","0.833247","0.829314","0.835285","0.818231","0.812476","0.832755"
"saldo_medio_var5_ult1","imp_ent_var16_ult1","new_num_prcnt","sald0_quantile_diff_1","ind_comb_rank","num_meses_var5_ult3","new_num_var30_0","var38","num_var45_hace2","sald0_quantile_diff_3","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_imp_op_var41_efect_comer_ult1","num_var30","var15_ratio","saldo_medio_var5_ult3","abs_f_diff_saldo_var5_30","saldo_medio_var5_hace3","0.830885","0.840139","0.832614","0.81032","0.836349","0.826668","0.835401","0.821115","0.829611","0.841153"
