"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","auc1","auc2","auc3","auc4","auc5","auc6","auc7","auc8","auc9","auc10"
"var15","num_var42","max.saldo","f_diff_num_var30_4","new_num_var30_0","n0","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","num_med_var45_ult3","f_num_non_zero_sum_ind","ind_var30","new_num_group5_prcnt","num_quantile_diff_3","num_meses_var5_ult3","sald0_quantile_diff_1","f_diff_var_15_var_38","new_ftr_ult1_ult3_ratio_num_var45","num_var22_ult3","nonzerocount.saldo","var38","new_num_group5_sum","0.841466","0.838735","0.824291","0.823467","0.833388","0.806605","0.821262","0.808862","0.83173","0.844794"
"var38_ratio","f_num_quan_70_sum_saldo","saldo_var42","f_diff_saldo_var5_saldo_medio_var5_hace3","new_ind_group5_sum","num_var4","f_diff_var_15_larger","ind_comb_rank","abs_f_ratio_num_var30_saldo_var30","f_num_3_sum_num","new_num_var5_0","saldo_medio_var5_ult1","new_num_sum","abs_f_diff_saldo_medio_var5_8_ult11","num_var30","abs_f_diff_num_var30_4","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","var15","new_ftr_ult1_ult3_ratio_num_var45","saldo_var8","0.82591","0.826915","0.834882","0.819994","0.821361","0.810816","0.824341","0.824588","0.827623","0.840074"
"abs_f_diff_saldo_var5_30","num_med_var45_ult3","f_diff_saldo_var5_saldo_medio_var5_ult1","num_of_used","var36","ind_var30","num_var22_hace2","nonzerocount.num","f_diff_saldo_var5_saldo_medio_var5_hace2","ind_comb_rank","f_diff_num_var43_emit_recib_ult1","num_var35","num_var45_hace3","saldo_medio_var5_hace3","num_var4","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","var15_ratio","saldo_var30","0.831982","0.824573","0.823817","0.812947","0.82212","0.80659","0.826047","0.818912","0.814968","0.834324"
"num_var5","var38_ratio","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_medio_var5_hace2","num_var4","var15","new_ind_sum","var15_ratio","f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_ratio_num_var30_saldo_var30","n0","f_diff_saldo_var5_saldo_medio_var5_hace3","var36","new_num_sum","ind_comb_rank","f_diff_var_15_var_36_cutpoint_smaller","num_var22_hace2","sald0_quantile_diff_1","f_diff_num_var30_4","var38","0.838944","0.840442","0.833842","0.821743","0.836366","0.828136","0.837209","0.80452","0.81348","0.846245"
"new_num_prcnt","max.saldo","imp_op_var39_efect_ult1","new_ind_sum","num_var22_ult3","num_meses_var39_vig_ult3","f_diff_saldo_medio_var5_8_ult11","saldo_var42","num_meses_var5_ult3","f_diff_num_var22_ult3_num_med_var45_ult3","abs_f_diff_num_var30_4","saldo_medio_var5_hace2","saldo_var5","saldo_var30","imp_op_var41_efect_ult1","var15_ratio","f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_saldo_medio_var5_ult13","abs_f_diff_saldo_var5_30","saldo_medio_var8_ult3","0.830472","0.828485","0.816686","0.815051","0.818795","0.80774","0.821222","0.812467","0.821767","0.827103"
"nonzerocount.saldo","new_ind_sum","imp_op_var41_efect_ult3","abs_f_diff_saldo_var5_30","num_meses_var39_vig_ult3","new_ind_var5_0","var38_ratio","var38","new_num_group5_prcnt","imp_trans_var37_ult1","new_ind_0_group5_sum","sald0_quantile_diff_3","var15","ind_var30","abs_f_diff_num_var30_4","abs_f_ratio_num_var5_saldo_var5","saldo_medio_var5_hace2","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_var5","num_var45_ult3","0.840654","0.823803","0.837233","0.806503","0.811634","0.800567","0.840306","0.825586","0.835189","0.848704"
"new_ind_group5_sum","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_var42","new_num_var30_0","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","sald0_quantile_diff_1","saldo_var5","abs_f_diff_saldo_medio_var5_8_ult11","var15","var38_ratio","imp_op_var39_efect_ult3","abs_f_diff_saldo_var5_42","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_ratio_num_var42_saldo_var42","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_num_3_sum_num","f_diff_var_15_var_36_rank","num_var4","f_diff_num_var30_4","saldo_medio_var8_ult1","0.837742","0.821896","0.834328","0.806589","0.834531","0.807558","0.837225","0.807433","0.830613","0.846228"
"var15","new_ind_var30_0","saldo_var37","num_quantile_diff_3","sald0_quantile_diff_1","f_num_quan_70_sum_saldo","ind_comb_rank","num_var42","f_diff_num_var30_4","f_ratio_num_var42_saldo_var42","imp_op_var39_efect_ult1","new_num_group5_sum","saldo_medio_var5_hace2","ind_var30","saldo_medio_var5_ult3","num_var35","num_meses_var39_vig_ult3","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ftr_ult1_ult3_ratio_num_var22","sald0_quantile_diff_3","0.825324","0.820719","0.832729","0.821885","0.831586","0.823993","0.817189","0.817815","0.827879","0.832802"
"abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_num_var45_ult13","f_num_3_sum_num","num_var4","num_of_used","num_var35","saldo_medio_var5_hace3","var15_ratio","saldo_medio_var5_hace2","num_meses_var5_ult3","ind_comb_rank","nonzerocount.saldo","abs_f_ratio_num_var5_saldo_var5","num_var5","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","new_num_prcnt","imp_op_var41_ult1","new_num_var30_0","num_var30","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","0.824615","0.814669","0.829819","0.803739","0.813332","0.803545","0.822696","0.805032","0.802718","0.829018"
"nonzerocount.saldo","var38_ratio","new_num_group5_prcnt","num_quantile_diff_3","n0","f_diff_var_15_var_38","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_saldo_var5_saldo_medio_var5_hace3","saldo_var30","f_num_non_zero_sum_ind","nonzerocount.num","saldo_medio_var5_hace3","new_ind_group5_sum","saldo_medio_var8_ult1","var15_ratio","abs_f_diff_saldo_medio_var5_ult13","f_diff_var_15_larger","imp_ent_var16_ult1","f_diff_imp_op_var39_comer_ult13","new_ftr_ult1_ult3_ratio_saldo_medio_var5","0.834146","0.832936","0.834021","0.818042","0.834677","0.82903","0.83284","0.824402","0.827478","0.838914"
"num_meses_var5_ult3","f_diff_var_15_var_36_rank","num_var42","f_num_non_zero_sum_ind","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","nonzerocount.saldo","f_diff_saldo_medio_var5_ult13","var15_ratio","num_of_used","num_var35","new_num_var30_0","num_var22_hace3","ind_var5","new_ftr_ult1_ult3_ratio_num_var45","n0","new_ind_sum","new_ind_0_group5_sum","num_var22_ult3","f_diff_saldo_medio_var5_8_ult11","new_num_group5_sum","0.828126","0.812653","0.827244","0.801965","0.809631","0.819525","0.825704","0.814047","0.823496","0.837412"
"num_var30","new_ftr_ult1_ult3_ratio_num_var45","abs_f_diff_num_var22_ult3_num_med_var45_ult3","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","ind_comb_rank","saldo_var30","abs_f_diff_saldo_medio_var5_ult13","abs_f_diff_saldo_medio_var5_8_ult11","saldo_var5","f_ratio_num_var42_saldo_var42","f_diff_num_var30_4","new_ind_var5_0","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_num_var30_0","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var45_ult1","f_num_3_sum_num","var38_ratio","var15_ratio","saldo_medio_var5_ult3","0.841547","0.828927","0.820282","0.824022","0.827009","0.82757","0.838197","0.82472","0.82454","0.83396"
"var38","saldo_var37","ind_var30","new_ind_var30_0","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","var38_ratio","num_var35","new_num_group5_sum","new_num_var30_0","sald0_quantile_diff_1","var36","f_diff_saldo_var5_saldo_medio_var5_hace3","var15_ratio","max.saldo","num_med_var45_ult3","abs_f_ratio_num_var5_saldo_var5","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","num_var22_hace3","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","0.825616","0.81826","0.816496","0.808902","0.830572","0.822568","0.833268","0.808493","0.828639","0.836376"
"var38","num_quantile_diff_1","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_num_var30_4","f_diff_num_var30_4","new_num_var5_0","saldo_medio_var5_hace3","new_ind_var5_0","new_ftr_ult1_ult3_ratio_num_var45","new_ind_group5_sum","var36","f_diff_var_15_var_36_rank","f_diff_var_15_var_36_less_60","saldo_medio_var8_ult1","n0","new_num_group5_prcnt","var15_ratio","saldo_var8","f_diff_var_15_var_38","f_diff_saldo_var5_saldo_medio_var5_hace3","0.826399","0.820504","0.831898","0.820276","0.822751","0.825968","0.825655","0.808485","0.802404","0.830352"
"f_diff_num_var30_4","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","imp_ent_var16_ult1","num_var5","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_ratio_num_var42_saldo_var42","saldo_medio_var5_hace2","n0","var15","max.saldo","ind_comb_rank","saldo_var42","sald0_quantile_diff_3","new_ind_group5_sum","new_num_sum","saldo_medio_var8_ult3","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_ratio_num_var30_saldo_var30","num_quantile_diff_3","new_ind_var30_0","0.822907","0.819357","0.831449","0.80887","0.82032","0.806119","0.827314","0.80938","0.820338","0.835343"
"saldo_var42","f_diff_num_var43_emit_recib_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","max.saldo","var38_ratio","f_diff_num_var30_4","imp_op_var39_comer_ult1","num_quantile_diff_1","num_meses_var5_ult3","saldo_var5","n0","num_var45_hace3","f_diff_var_15_var_36_less_60","f_diff_var_15_var_36_rank","new_num_var30_0","f_ratio_num_var42_saldo_var42","new_ind_var30_0","imp_ent_var16_ult1","saldo_medio_var5_hace3","saldo_medio_var8_ult1","0.84062","0.83847","0.837954","0.824332","0.833349","0.824258","0.834794","0.824461","0.8314","0.843073"
"new_num_var8_0","f_diff_var_15_var_36_rank","imp_op_var41_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_num_var5_0","ind_var30","var38","saldo_medio_var5_hace2","new_ind_sum","f_diff_var_15_larger","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_quantile_diff_3","new_num_prcnt","abs_f_ratio_num_var30_saldo_var30","num_var42","ind_comb_rank","saldo_var42","abs_f_diff_num_var22_ult3_num_med_var45_ult3","f_num_quan_70_sum_saldo","num_var35","0.826123","0.81166","0.822928","0.806402","0.824296","0.826281","0.816228","0.802718","0.820763","0.826956"
"f_diff_saldo_var5_saldo_medio_var5_hace3","ind_var5","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","new_ind_var30_0","num_quantile_diff_3","ind_comb_rank","f_diff_var_15_var_38","f_diff_var_15_var_36_rank","new_ind_sum","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","abs_f_diff_num_var30_4","f_diff_saldo_var5_saldo_medio_var5_hace2","num_var4","f_num_quan_70_sum_saldo","num_var42","f_diff_var_15_var_36_cutpoint_smaller","new_num_var30_0","abs_f_diff_imp_op_var41_efect_comer_ult1","abs_f_diff_saldo_var5_42","num_meses_var39_vig_ult3","0.815781","0.814625","0.835002","0.822266","0.808423","0.806737","0.833891","0.820756","0.829542","0.840876"
"new_ind_0_group5_sum","f_num_3_sum_num","f_diff_var_15_var_36_rank","num_of_used","var38","f_diff_var_15_var_38","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_var_36_cutpoint_smaller","imp_trans_var37_ult1","abs_f_diff_num_var22_ult3_num_med_var45_ult3","saldo_var30","f_diff_num_var30_4","f_num_quan_70_sum_saldo","saldo_var42","new_ind_group5_sum","new_num_0_group5_sum","saldo_medio_var5_ult1","new_num_prcnt","0.825592","0.83789","0.836034","0.800012","0.814874","0.80664","0.806964","0.807457","0.827691","0.843812"
"new_ind_var30_0","saldo_medio_var5_hace3","new_ind_var5_0","saldo_var42","new_num_prcnt","f_diff_var_15_larger","imp_op_var41_ult1","f_diff_num_var22_ult3_num_med_var45_ult3","num_quantile_diff_3","new_num_group5_sum","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","num_var45_hace3","num_var4","n0","f_diff_num_var43_emit_recib_ult1","f_diff_saldo_medio_var5_8_ult11","f_diff_saldo_var5_saldo_medio_var5_ult1","var15","new_num_var30_0","num_var45_ult3","0.825373","0.820834","0.831711","0.813177","0.820059","0.804217","0.831368","0.820438","0.811638","0.830371"
"abs_f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_diff_saldo_var5_42","new_ind_0_group5_sum","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_num_var45_ult13","num_meses_var5_ult3","saldo_var42","nonzerocount.saldo","saldo_medio_var5_ult1","f_diff_var_15_var_38","saldo_var30","new_num_group5_prcnt","f_num_non_zero_sum_ind","f_diff_var_15_var_36_rank","num_var22_hace3","num_var22_ult3","num_var4","f_diff_var_15_larger","abs_f_ratio_num_var30_saldo_var30","abs_f_diff_saldo_medio_var5_8_ult11","0.824826","0.803978","0.819396","0.805536","0.821979","0.805429","0.814221","0.806747","0.815369","0.843597"
"f_diff_saldo_var5_saldo_medio_var5_hace3","saldo_var42","num_var35","f_diff_var_15_var_38","saldo_medio_var5_hace2","var38","var15_ratio","f_num_quan_70_sum_saldo","saldo_medio_var5_ult3","abs_f_diff_saldo_var5_30","f_diff_var_15_larger","f_num_3_sum_num","num_var4","num_of_used","num_meses_var39_vig_ult3","f_diff_var_15_var_36_rank","new_ftr_ult1_ult3_ratio_num_var22","num_quantile_diff_3","saldo_var5","new_num_var30_0","0.830949","0.839169","0.835573","0.803517","0.835908","0.809018","0.837069","0.822398","0.831602","0.835629"
"abs_f_diff_num_var22_ult3_num_med_var45_ult3","max.saldo","new_num_group5_sum","num_var45_hace2","var15","imp_op_var39_ult1","f_diff_var_15_var_38","saldo_var5","new_ind_sum","abs_f_diff_num_var30_4","num_of_used","num_var42","abs_f_diff_saldo_medio_var5_ult13","new_ftr_ult1_ult3_ratio_num_var45","imp_op_var39_efect_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","f_ratio_num_var42_saldo_var42","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_num_var30_0","saldo_medio_var8_ult3","0.832872","0.833835","0.824887","0.820521","0.835402","0.827735","0.837076","0.811556","0.818393","0.84741"
"abs_f_diff_saldo_medio_var5_ult13","abs_f_ratio_num_var5_saldo_var5","f_diff_var_15_var_36_rank","imp_op_var39_comer_ult1","f_diff_num_var43_emit_recib_ult1","num_var45_ult3","new_ftr_ult1_ult3_ratio_num_var22","num_var5","max.saldo","new_num_var30_0","f_diff_var_15_larger","var15","f_num_quan_70_sum_saldo","var36","new_ind_var30_0","new_num_group5_sum","imp_op_var41_comer_ult3","saldo_var37","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_ind_var5_0","0.826929","0.823495","0.828051","0.804486","0.817127","0.808522","0.827042","0.802959","0.82494","0.831322"
"var38_ratio","f_diff_var_15_var_36_less_60","new_ind_var30_0","var15","f_num_non_zero_sum_ind","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_var30","new_num_prcnt","abs_f_ratio_num_var5_saldo_var5","new_ftr_ult1_ult3_ratio_num_var22","saldo_var42","saldo_var5","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_num_var30_0","f_diff_var_15_larger","max.saldo","saldo_medio_var5_ult3","nonzerocount.saldo","f_diff_var_15_var_38","new_ind_0_group5_sum","0.827287","0.832133","0.834955","0.815062","0.823404","0.826612","0.837152","0.81164","0.824616","0.836904"
"f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","var36","max.saldo","abs_f_diff_saldo_var5_42","num_meses_var5_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_36_rank","new_ind_var30_0","f_diff_saldo_var5_saldo_medio_var5_hace2","var38_ratio","abs_f_diff_saldo_var5_30","saldo_medio_var5_hace2","new_ind_sum","num_var4","n0","var15_ratio","sald0_quantile_diff_3","nonzerocount.saldo","saldo_var42","new_ind_0_group5_sum","0.840016","0.83902","0.835988","0.824396","0.837096","0.82842","0.836583","0.824477","0.830602","0.846417"
"new_ind_0_group5_sum","ind_var5","var38_ratio","new_num_group5_sum","num_quantile_diff_1","f_diff_imp_op_var39_comer_ult13","new_ind_var5_0","f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_saldo_var5_saldo_medio_var5_hace2","num_of_used","saldo_var42","num_var45_hace2","abs_f_ratio_num_var30_saldo_var30","var36","n0","var15_ratio","saldo_var30","nonzerocount.num","num_med_var22_ult3","0.845399","0.834949","0.827473","0.827152","0.824877","0.832337","0.839344","0.810154","0.828547","0.839729"
"abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","var15_ratio","num_var35","abs_f_diff_saldo_medio_var5_ult13","f_diff_var_15_var_36_rank","saldo_medio_var5_ult1","ind_comb_rank","max.saldo","f_diff_saldo_medio_var5_ult13","f_diff_var_15_larger","ind_var5","var38","f_diff_var_15_var_36_less_60","imp_op_var39_comer_ult1","new_num_var5_0","num_var45_hace3","new_num_sum","num_var30","new_num_prcnt","imp_op_var41_efect_ult3","0.83664","0.822664","0.81329","0.807133","0.827761","0.806811","0.820421","0.808968","0.813186","0.835832"
"num_var22_hace3","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","nonzerocount.saldo","num_var22_ult1","ind_var5","f_diff_imp_op_var39_comer_ult13","f_num_non_zero_sum_ind","imp_trans_var37_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_num_var22_ult3_num_med_var45_ult3","num_var4","f_diff_var_15_larger","saldo_medio_var5_hace3","f_diff_var_15_var_36_cutpoint_smaller","var38","var15_ratio","new_ind_sum","abs_f_ratio_num_var30_saldo_var30","saldo_medio_var5_ult3","abs_f_diff_saldo_medio_var5_ult13","0.84117","0.837714","0.836366","0.810009","0.836062","0.808738","0.836454","0.803539","0.831128","0.846425"
"f_diff_var_15_var_36_less_60","abs_f_diff_saldo_medio_var5_ult13","abs_f_diff_saldo_var5_30","num_quantile_diff_3","new_num_sum","f_diff_var_15_var_36_cutpoint_smaller","f_diff_saldo_medio_var5_ult13","num_meses_var5_ult3","new_num_var30_0","f_num_non_zero_sum_ind","f_diff_var_15_var_38","nonzerocount.saldo","num_var30","f_diff_var_15_var_36_rank","num_med_var45_ult3","f_num_quan_70_sum_saldo","new_ind_0_group5_sum","saldo_var30","saldo_medio_var5_ult1","f_diff_saldo_var5_saldo_medio_var5_hace3","0.837671","0.837376","0.83694","0.821578","0.830834","0.822564","0.831885","0.805113","0.828624","0.840441"
"var38_ratio","new_num_sum","var15","f_diff_saldo_medio_var5_ult13","f_ratio_num_var42_saldo_var42","sald0_quantile_diff_1","saldo_medio_var8_ult3","num_var4","saldo_medio_var5_hace2","num_var42","abs_f_ratio_num_var5_saldo_var5","new_num_group5_sum","saldo_medio_var5_ult3","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_saldo_medio_var5_8_ult11","f_diff_imp_op_var41_efect_comer_ult1","f_diff_var_15_var_36_rank","new_num_group5_prcnt","nonzerocount.saldo","num_var45_ult3","0.816653","0.840274","0.83447","0.806929","0.835922","0.831246","0.838927","0.805966","0.817438","0.835196"
"f_diff_num_var22_ult3_num_med_var45_ult3","new_ind_group5_sum","num_var45_hace2","saldo_medio_var5_hace3","saldo_var5","num_quantile_diff_3","ind_comb_rank","num_var4","num_var45_hace3","saldo_medio_var5_hace2","f_diff_var_15_var_36_cutpoint_smaller","new_ftr_ult1_ult3_ratio_saldo_medio_var5","imp_trans_var37_ult1","var15_ratio","num_meses_var5_ult3","new_num_var5_0","f_diff_num_var30_4","new_num_group5_sum","num_meses_var39_vig_ult3","num_var30","0.83446","0.816914","0.826152","0.814256","0.825447","0.801453","0.825254","0.800477","0.823723","0.812386"
"var36","new_ftr_ult1_ult3_ratio_num_var45","new_num_group5_prcnt","sald0_quantile_diff_3","num_var45_ult1","num_var30","num_of_used","num_var22_ult1","f_diff_var_15_larger","abs_f_diff_saldo_medio_var5_8_ult11","var15_ratio","var38_ratio","new_ind_group5_sum","f_diff_var_15_var_36_less_60","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","num_var45_hace3","new_ind_sum","f_diff_num_var22_ult3_num_med_var45_ult3","saldo_medio_var5_hace3","abs_f_diff_saldo_medio_var5_ult13","0.839781","0.838136","0.833476","0.813707","0.828342","0.826615","0.81958","0.824109","0.806528","0.823756"
"saldo_var5","f_num_non_zero_sum_ind","f_diff_var_15_var_38","nonzerocount.saldo","abs_f_diff_saldo_medio_var5_ult13","f_diff_saldo_medio_var5_8_ult11","f_ratio_num_var42_saldo_var42","max.saldo","f_diff_saldo_var5_saldo_medio_var5_ult1","ind_comb_rank","num_var45_ult1","num_meses_var5_ult3","new_num_var30_0","new_ind_var30_0","sald0_quantile_diff_2","f_diff_num_var45_ult13","var36","var15_ratio","new_ind_group5_sum","ind_var30","0.839881","0.822921","0.833661","0.822242","0.833174","0.826958","0.834382","0.808981","0.830328","0.843494"
"f_diff_saldo_var5_saldo_medio_var5_hace3","var38_ratio","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_var_15_larger","new_ind_group5_sum","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","var15","f_diff_var_15_var_36_less_60","num_var22_ult1","n0","num_quantile_diff_1","max.saldo","num_med_var45_ult3","f_diff_saldo_var5_saldo_medio_var5_ult1","new_ind_var30_0","f_diff_imp_op_var41_efect_comer_ult1","abs_f_diff_saldo_var5_42","new_ftr_ult1_ult3_ratio_num_var45","saldo_var30","abs_f_diff_num_var30_4","0.842926","0.83544","0.839014","0.819427","0.838055","0.831191","0.84104","0.828572","0.837297","0.841567"
"abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","nonzerocount.saldo","var38_ratio","abs_f_diff_saldo_medio_var5_ult13","sald0_quantile_diff_2","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_diff_var_15_var_36_less_60","new_num_var8_0","f_diff_saldo_var5_saldo_medio_var5_hace3","num_var22_hace3","f_diff_var_15_var_36_rank","abs_f_diff_saldo_var5_30","f_ratio_num_var42_saldo_var42","saldo_medio_var5_ult3","imp_op_var41_efect_ult3","num_var35","var15","f_diff_saldo_var5_saldo_medio_var5_hace2","f_num_quan_70_sum_saldo","sald0_quantile_diff_1","0.838988","0.817034","0.835695","0.824255","0.834291","0.828975","0.819506","0.824408","0.832431","0.846206"
"saldo_medio_var8_ult1","new_ind_var5_0","abs_f_diff_saldo_medio_var5_8_ult11","num_var22_hace3","sald0_quantile_diff_2","f_diff_imp_op_var41_efect_comer_ult1","f_diff_saldo_var5_saldo_medio_var5_hace3","num_var45_hace2","abs_f_ratio_num_var30_saldo_var30","num_var45_ult3","var15","var38_ratio","imp_trans_var37_ult1","abs_f_diff_saldo_var5_30","num_var22_ult3","imp_op_var39_comer_ult1","imp_ent_var16_ult1","f_diff_num_var30_4","f_diff_var_15_var_36_less_60","num_var30","0.835253","0.827784","0.830705","0.819124","0.824838","0.830387","0.839016","0.807043","0.834218","0.83527"
"var15_ratio","n0","f_num_quan_70_sum_saldo","saldo_var30","f_diff_num_var22_ult3_num_med_var45_ult3","f_diff_imp_op_var39_comer_ult13","new_num_var8_0","num_meses_var39_vig_ult3","var38","saldo_var42","nonzerocount.num","num_var42","new_num_var5_0","saldo_medio_var8_ult3","abs_f_ratio_num_var30_saldo_var30","imp_ent_var16_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","num_med_var45_ult3","f_diff_var_15_larger","imp_op_var39_ult1","0.837627","0.834861","0.818741","0.821565","0.836361","0.830953","0.838995","0.826893","0.826474","0.839356"
"var15_ratio","var38","abs_f_ratio_num_var5_saldo_var5","num_var45_ult1","f_diff_saldo_var5_saldo_medio_var5_ult1","new_num_group5_prcnt","num_var30","f_diff_var_15_larger","ind_comb_rank","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_of_used","new_num_group5_sum","num_var45_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_ind_var30_0","num_meses_var5_ult3","f_ratio_num_var42_saldo_var42","f_diff_saldo_var5_saldo_medio_var5_hace2","ind_var5","new_ind_0_group5_sum","0.83716","0.814427","0.832682","0.82116","0.832704","0.827899","0.831289","0.802149","0.814038","0.824844"
"abs_f_diff_saldo_var5_30","saldo_medio_var5_hace2","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_num_var30_4","new_ind_var30_0","var38","imp_op_var41_comer_ult3","f_diff_var_15_var_38","imp_op_var41_efect_ult1","saldo_var5","imp_op_var41_efect_ult3","num_var35","f_diff_var_15_var_36_less_60","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","num_var45_hace2","new_num_sum","f_diff_var_15_larger","var38_ratio","f_num_non_zero_sum_ind","f_diff_saldo_medio_var5_8_ult11","0.820315","0.826141","0.821462","0.81011","0.822465","0.811262","0.82184","0.806843","0.818885","0.828664"
"abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_num_prcnt","num_var42","new_num_sum","f_diff_saldo_medio_var5_ult13","new_num_var30_0","new_ind_0_group5_sum","new_ftr_ult1_ult3_ratio_saldo_medio_var5","num_var30","imp_op_var39_ult1","abs_f_ratio_num_var30_saldo_var30","num_quantile_diff_1","num_var5","new_num_group5_sum","new_num_group5_prcnt","f_diff_num_var30_4","var15","imp_op_var41_comer_ult3","nonzerocount.saldo","f_diff_var_15_var_36_cutpoint_smaller","0.829175","0.817229","0.820464","0.806544","0.818795","0.814218","0.828263","0.80312","0.821145","0.830417"
"num_var45_hace3","f_diff_var_15_var_38","new_num_group5_prcnt","saldo_medio_var5_hace3","f_num_3_sum_num","num_meses_var5_ult3","num_var5","abs_f_diff_num_var30_4","f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_num_var43_emit_recib_ult1","var15","num_var22_ult3","abs_f_diff_imp_op_var41_efect_comer_ult1","max.saldo","num_var8_0","new_ind_var30_0","num_var30","new_num_var30_0","abs_f_diff_saldo_var5_30","f_diff_var_15_var_36_cutpoint_smaller","0.84188","0.841558","0.818115","0.82358","0.834413","0.828072","0.818572","0.826413","0.832553","0.845789"
"var15_ratio","saldo_medio_var5_hace3","num_var5","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_var_15_var_36_cutpoint_smaller","num_var22_ult3","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_num_var30_4","sald0_quantile_diff_2","saldo_medio_var5_ult1","num_var45_ult3","var15","saldo_medio_var5_ult3","f_diff_var_15_var_36_less_60","num_quantile_diff_3","imp_op_var39_ult1","f_diff_var_15_var_36_rank","num_meses_var5_ult3","max.saldo","new_num_var5_0","0.834488","0.827795","0.809625","0.813344","0.82837","0.802791","0.829339","0.8156","0.827583","0.838015"
