"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","auc1","auc2","auc3","auc4","auc5","auc6","auc7","auc8","auc9","auc10"
"f_diff_num_var30_4","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","imp_op_var41_efect_ult1","saldo_medio_var5_ult3","num_var45_hace3","new_num_var5_0","var38_ratio","abs_f_diff_num_var22_ult3_num_med_var45_ult3","f_diff_saldo_var5_saldo_medio_var5_ult1","ind_comb_rank","var15","saldo_var42","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_var5_30","f_num_3_sum_num","abs_f_diff_imp_op_var41_efect_comer_ult1","saldo_var30","saldo_medio_var5_ult1","f_num_non_zero_sum_ind","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","0.832674","0.830406","0.822129","0.822121","0.836887","0.8307","0.839083","0.827141","0.835089","0.839775"
"num_var35","f_diff_imp_op_var41_efect_comer_ult1","f_diff_var_15_var_36_cutpoint_smaller","new_ind_var5_0","nonzerocount.saldo","f_diff_var_15_larger","f_ratio_num_var42_saldo_var42","sald0_quantile_diff_2","abs_f_diff_num_var22_ult3_num_med_var45_ult3","saldo_medio_var5_ult1","num_of_used","f_diff_num_var45_ult13","new_num_sum","num_var22_ult3","f_diff_num_var30_4","saldo_medio_var5_hace2","new_ind_group5_sum","max.saldo","var15_ratio","abs_f_diff_saldo_var5_30","0.816368","0.832196","0.81493","0.800105","0.829448","0.814088","0.828528","0.802158","0.827338","0.84029"
"var15_ratio","f_diff_saldo_medio_var5_8_ult11","num_var5","ind_var5","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_num_non_zero_sum_ind","ind_var30","num_quantile_diff_3","num_var42","f_diff_var_15_var_36_rank","f_diff_saldo_medio_var5_ult13","sald0_quantile_diff_2","new_ftr_ult1_ult3_ratio_num_var22","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_var8","abs_f_diff_saldo_var5_30","abs_f_ratio_num_var30_saldo_var30","nonzerocount.saldo","var38","f_diff_var_15_var_36_cutpoint_smaller","0.836741","0.836946","0.83302","0.805","0.831066","0.808026","0.834817","0.804824","0.828698","0.836485"
"sald0_quantile_diff_1","new_num_sum","num_var45_ult3","num_var45_ult1","f_diff_num_var45_ult13","num_var22_ult1","saldo_medio_var5_hace3","new_ftr_ult1_ult3_ratio_num_var45","n0","imp_op_var39_comer_ult1","abs_f_ratio_num_var5_saldo_var5","num_of_used","f_diff_var_15_larger","f_num_non_zero_sum_ind","var15_ratio","num_meses_var39_vig_ult3","sald0_quantile_diff_3","ind_var30","abs_f_ratio_num_var30_saldo_var30","new_ind_sum","0.82638","0.823311","0.824718","0.805227","0.828427","0.80747","0.827924","0.817535","0.827102","0.838326"
"new_num_prcnt","saldo_var30","num_of_used","num_var5","saldo_medio_var8_ult1","num_var45_hace2","f_diff_var_15_var_36_rank","nonzerocount.saldo","var38","new_ind_group5_sum","abs_f_diff_saldo_medio_var5_8_ult11","sald0_quantile_diff_1","f_diff_var_15_var_36_less_60","var15","saldo_medio_var5_hace3","num_var22_ult1","sald0_quantile_diff_3","f_diff_var_15_var_36_cutpoint_smaller","num_var45_ult3","max.saldo","0.826788","0.841704","0.838042","0.811513","0.819636","0.829125","0.834981","0.82441","0.8343","0.845734"
"f_diff_var_15_larger","new_ind_0_group5_sum","saldo_var42","f_diff_saldo_medio_var5_8_ult11","saldo_var5","new_ind_group5_sum","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_ratio_num_var5_saldo_var5","num_of_used","new_ftr_ult1_ult3_ratio_num_var45","var15","num_var45_ult1","num_var30","imp_var43_emit_ult1","f_num_non_zero_sum_ind","abs_f_diff_saldo_var5_30","num_var45_hace2","f_diff_var_15_var_38","new_num_sum","ind_comb_rank","0.838345","0.839017","0.832416","0.817196","0.832315","0.806508","0.834537","0.816684","0.828928","0.832304"
"saldo_medio_var5_ult1","f_diff_var_15_var_36_rank","num_meses_var5_ult3","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_var8","f_diff_num_var30_4","f_diff_imp_op_var39_comer_ult13","f_num_quan_70_sum_saldo","num_var22_hace3","max.saldo","f_diff_var_15_var_38","num_var45_hace3","abs_f_diff_saldo_var5_30","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_medio_var5_ult13","saldo_medio_var5_ult3","num_quantile_diff_3","f_diff_var_15_var_36_less_60","new_num_sum","new_ind_var5_0","0.839905","0.802307","0.836485","0.824106","0.831965","0.822732","0.83392","0.821025","0.831513","0.841774"
"new_ind_var30_0","n0","nonzerocount.num","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","var38","new_num_prcnt","abs_f_diff_num_var30_4","saldo_medio_var5_ult1","max.saldo","new_num_sum","saldo_var5","ind_var30","f_num_quan_70_sum_saldo","f_ratio_num_var42_saldo_var42","imp_trans_var37_ult1","num_var22_ult3","var15","ind_comb_rank","abs_f_ratio_num_var30_saldo_var30","num_meses_var5_ult3","0.845141","0.830411","0.836372","0.825332","0.837527","0.829744","0.838992","0.826348","0.833872","0.830597"
"f_num_quan_70_sum_saldo","f_diff_var_15_var_36_rank","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","var38","abs_f_diff_saldo_var5_30","num_var22_ult3","ind_var30","num_of_used","imp_op_var39_ult1","f_diff_num_var30_4","imp_op_var39_comer_ult1","f_diff_imp_op_var41_efect_comer_ult1","new_ind_sum","f_diff_saldo_medio_var5_8_ult11","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_36_less_60","new_ftr_ult1_ult3_ratio_saldo_medio_var5","abs_f_diff_saldo_medio_var5_ult13","0.838317","0.837989","0.836275","0.825831","0.836511","0.82701","0.835173","0.822578","0.831885","0.844309"
"ind_var5","f_diff_var_15_var_36_cutpoint_smaller","imp_ent_var16_ult1","imp_op_var41_efect_ult1","new_ind_var30_0","f_diff_saldo_var5_saldo_medio_var5_ult1","f_ratio_num_var42_saldo_var42","var15_ratio","f_diff_num_var22_ult3_num_med_var45_ult3","var15","num_var4","f_diff_var_15_var_36_rank","f_num_3_sum_num","num_med_var45_ult3","num_var30_0","f_num_quan_70_sum_saldo","max.saldo","f_diff_var_15_larger","n0","var38","0.839239","0.843118","0.81807","0.82817","0.835638","0.8306","0.839229","0.80714","0.835896","0.827553"
"imp_trans_var37_ult1","abs_f_diff_saldo_var5_42","abs_f_diff_saldo_medio_var5_ult13","f_diff_var_15_var_36_cutpoint_smaller","var15_ratio","f_diff_imp_op_var39_comer_ult13","num_var35","nonzerocount.saldo","new_num_prcnt","num_var45_ult1","new_num_var5_0","saldo_medio_var5_ult3","new_num_group5_sum","num_quantile_diff_3","f_diff_saldo_var5_saldo_medio_var5_hace3","ind_comb_rank","var38_ratio","sald0_quantile_diff_3","imp_ent_var16_ult1","new_num_var30_0","0.839744","0.836747","0.833065","0.822264","0.833372","0.825495","0.834679","0.800847","0.818908","0.844151"
"f_diff_var_15_var_36_rank","num_var42","saldo_medio_var5_hace2","f_diff_imp_op_var41_efect_ult13","f_diff_var_15_larger","max.saldo","imp_op_var41_comer_ult1","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_36_cutpoint_smaller","num_var45_ult3","saldo_var30","new_ind_0_group5_sum","new_num_var5_0","num_of_used","num_var45_hace2","saldo_medio_var5_ult3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","num_var22_ult1","abs_f_diff_saldo_medio_var5_8_ult11","new_ind_group5_sum","0.82074","0.808395","0.832337","0.807659","0.817486","0.820315","0.826951","0.801415","0.826725","0.836151"
"num_meses_var39_vig_ult3","f_diff_saldo_medio_var5_8_ult11","new_ind_var5_0","f_diff_saldo_var5_saldo_medio_var5_ult1","saldo_medio_var8_ult3","nonzerocount.saldo","var15_ratio","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","n0","f_num_3_sum_num","num_var42","f_diff_var_15_larger","saldo_var30","f_diff_num_var30_4","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_var_36_cutpoint_smaller","num_meses_var5_ult3","f_diff_var_15_var_38","imp_trans_var37_ult1","var38_ratio","0.837432","0.837156","0.813158","0.814125","0.816197","0.811264","0.831571","0.808747","0.828916","0.84561"
"num_var45_ult3","new_num_sum","f_diff_var_15_larger","nonzerocount.num","max.saldo","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_num_var22_ult3_num_med_var45_ult3","num_quantile_diff_3","sald0_quantile_diff_1","f_diff_saldo_var5_saldo_medio_var5_hace3","new_num_var5_0","var15_ratio","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_ind_group5_sum","saldo_var37","new_num_group5_prcnt","f_diff_num_var43_emit_recib_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","num_of_used","saldo_medio_var5_ult1","0.830496","0.823439","0.819683","0.807234","0.818833","0.807177","0.824124","0.804254","0.82556","0.830882"
"nonzerocount.saldo","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_num_var22_ult3_num_med_var45_ult3","f_diff_num_var30_4","abs_f_diff_imp_op_var41_efect_comer_ult1","num_var45_hace2","var36","new_num_prcnt","ind_var30","f_diff_var_15_var_38","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_num_group5_sum","f_diff_imp_op_var41_comer_ult13","num_var5","num_of_used","f_diff_imp_op_var39_comer_ult13","imp_ent_var16_ult1","abs_f_ratio_num_var30_saldo_var30","num_var22_ult1","var15_ratio","0.833189","0.826967","0.819741","0.816847","0.832151","0.829251","0.833183","0.823638","0.831733","0.84681"
"new_ftr_ult1_ult3_ratio_num_var45","f_diff_num_var30_4","f_diff_var_15_larger","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_imp_op_var41_efect_comer_ult1","saldo_var8","ind_comb_rank","new_ftr_ult1_ult3_ratio_saldo_medio_var5","n0","f_num_3_sum_num","saldo_medio_var5_hace2","nonzerocount.num","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","new_num_var30_0","saldo_medio_var5_ult3","new_ind_group5_sum","var15","f_num_non_zero_sum_ind","nonzerocount.saldo","f_diff_var_15_var_36_rank","0.833144","0.813242","0.802219","0.80595","0.830186","0.820287","0.830623","0.801993","0.810278","0.832932"
"num_var45_hace2","f_diff_saldo_medio_var5_8_ult11","f_diff_saldo_var5_saldo_medio_var5_hace3","max.saldo","num_med_var45_ult3","num_var35","saldo_var42","var38","nonzerocount.num","f_diff_var_15_var_36_cutpoint_smaller","var15","f_diff_var_15_var_38","abs_f_diff_saldo_medio_var5_ult13","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_medio_var5_ult1","f_diff_var_15_var_36_rank","saldo_var5","new_num_var5_0","new_num_var30_0","imp_op_var39_comer_ult3","0.838353","0.840698","0.836046","0.823068","0.813759","0.826724","0.836651","0.823859","0.832003","0.818852"
"f_diff_var_15_var_36_less_60","abs_f_diff_saldo_medio_var5_ult13","f_diff_imp_op_var39_comer_ult13","max.saldo","f_diff_var_15_var_36_cutpoint_smaller","saldo_var5","f_diff_var_15_var_38","f_num_non_zero_sum_ind","imp_op_var41_efect_ult1","saldo_medio_var5_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","abs_f_ratio_num_var5_saldo_var5","f_num_3_sum_num","new_ftr_ult1_ult3_ratio_saldo_medio_var5","ind_comb_rank","f_diff_num_var22_ult3_num_med_var45_ult3","saldo_var42","new_ind_sum","f_diff_var_15_var_36_rank","imp_op_var39_ult1","0.835902","0.840758","0.834486","0.808183","0.834075","0.824763","0.83322","0.823953","0.829362","0.841783"
"saldo_var30","f_diff_var_15_var_36_rank","nonzerocount.num","f_diff_saldo_var5_saldo_medio_var5_ult1","var38","f_diff_var_15_var_36_less_60","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_var5_30","abs_f_diff_num_var22_ult3_num_med_var45_ult3","num_var45_hace3","abs_f_diff_saldo_medio_var5_8_ult11","num_var35","num_var45_ult3","new_num_var30_0","new_ind_var30_0","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_var42","num_var22_ult3","f_diff_var_15_var_36_cutpoint_smaller","saldo_medio_var5_hace3","0.842165","0.810873","0.840006","0.824769","0.836215","0.82873","0.834965","0.804218","0.807237","0.845756"
"f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_medio_var5_hace3","n0","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","max.saldo","f_diff_num_var30_4","saldo_var30","var38_ratio","num_var22_hace3","saldo_var5","saldo_var8","var15_ratio","num_var45_hace3","num_meses_var39_vig_ult3","num_meses_var5_ult3","f_diff_var_15_var_36_cutpoint_smaller","nonzerocount.num","ind_comb_rank","f_diff_saldo_var5_saldo_medio_var5_hace3","saldo_var42","0.843653","0.833595","0.836297","0.820169","0.816617","0.827936","0.837557","0.817458","0.832462","0.845662"
"abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","ind_var5","new_ind_var30_0","num_var45_hace3","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","num_var5","f_diff_var_15_var_36_rank","f_diff_var_15_var_38","num_quantile_diff_3","max.saldo","num_meses_var39_vig_ult3","num_med_var22_ult3","new_num_sum","f_diff_saldo_var5_saldo_medio_var5_hace2","f_ratio_num_var42_saldo_var42","nonzerocount.saldo","imp_ent_var16_ult1","f_diff_saldo_medio_var5_8_ult11","saldo_var42","f_diff_var_15_var_36_cutpoint_smaller","0.84077","0.839256","0.836531","0.826633","0.833621","0.805477","0.834664","0.823338","0.803708","0.841308"
"max.saldo","var15","f_diff_imp_op_var41_efect_comer_ult1","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","nonzerocount.saldo","new_num_group5_prcnt","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var22_ult3","abs_f_diff_num_var30_4","num_var45_hace2","num_quantile_diff_1","f_diff_saldo_medio_var5_8_ult11","new_ind_sum","abs_f_diff_num_var22_ult3_num_med_var45_ult3","num_var4","abs_f_diff_saldo_medio_var5_8_ult11","var36","num_var30","f_diff_saldo_medio_var5_ult13","0.830393","0.820829","0.812903","0.811701","0.820903","0.809996","0.822765","0.808832","0.815709","0.830998"
"new_ftr_ult1_ult3_ratio_saldo_medio_var5","ind_var5","abs_f_diff_saldo_var5_30","abs_f_diff_num_var30_4","num_meses_var5_ult3","var38_ratio","new_ftr_ult1_ult3_ratio_imp_op_var39_comer","f_diff_var_15_var_36_rank","imp_op_var41_ult1","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_saldo_medio_var5_8_ult11","num_meses_var39_vig_ult3","new_num_prcnt","var38","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_med_var45_ult3","saldo_medio_var5_hace3","num_var35","f_diff_var_15_var_36_cutpoint_smaller","var15","0.811502","0.803171","0.838529","0.81575","0.833354","0.82954","0.813599","0.800221","0.831758","0.847724"
"var38_ratio","f_diff_var_15_var_36_rank","max.saldo","nonzerocount.saldo","num_med_var22_ult3","num_var30","new_num_group5_sum","num_var5","sald0_quantile_diff_3","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_var5_42","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_num_prcnt","new_ind_0_group5_sum","var15_ratio","new_num_var5_0","num_var4","f_diff_var_15_var_36_less_60","f_num_3_sum_num","num_var45_ult3","0.839889","0.836659","0.834955","0.823372","0.833958","0.827928","0.822472","0.824456","0.830376","0.830586"
"saldo_medio_var5_hace3","var15","f_diff_var_15_var_36_cutpoint_smaller","f_diff_var_15_larger","f_diff_num_var22_ult3_num_med_var45_ult3","new_ind_group5_sum","saldo_medio_var5_ult3","f_diff_saldo_var5_saldo_medio_var5_hace3","new_ind_sum","imp_trans_var37_ult1","f_num_quan_70_sum_saldo","f_diff_var_15_var_38","new_num_var30_0","imp_op_var39_ult1","f_diff_saldo_var5_saldo_medio_var5_hace2","var38_ratio","new_num_group5_prcnt","f_diff_num_var30_4","f_diff_imp_op_var41_efect_comer_ult1","ind_var5","0.819457","0.841556","0.834496","0.824585","0.833946","0.813426","0.83872","0.825759","0.833147","0.846966"
"var15_ratio","sald0_quantile_diff_2","new_num_prcnt","f_num_3_sum_num","f_diff_num_var22_ult3_num_med_var45_ult3","new_num_sum","new_ind_sum","var15","abs_f_diff_saldo_var5_30","f_diff_saldo_medio_var5_ult13","saldo_medio_var5_ult1","new_ftr_ult1_ult3_ratio_num_var22","saldo_medio_var5_hace3","new_num_var30_0","var38","num_var45_ult1","saldo_medio_var5_hace2","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_ind_var5_0","num_var30","0.830388","0.840405","0.834906","0.822923","0.836778","0.829588","0.836589","0.824351","0.812335","0.848567"
"num_var35","new_ind_var30_0","num_var5","nonzerocount.saldo","new_num_var5_0","var15_ratio","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","num_meses_var5_ult3","num_var45_ult3","saldo_var5","f_diff_var_15_larger","f_diff_var_15_var_36_rank","new_ind_group5_sum","abs_f_ratio_num_var30_saldo_var30","saldo_var8","ind_comb_rank","ind_var5","f_num_non_zero_sum_ind","abs_f_diff_saldo_medio_var5_8_ult11","num_quantile_diff_1","0.823893","0.827496","0.821529","0.805665","0.815999","0.811787","0.81947","0.803766","0.809886","0.827209"
"var38_ratio","abs_f_diff_num_var30_4","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","imp_op_var41_comer_ult1","saldo_medio_var5_ult1","num_med_var45_ult3","f_diff_saldo_var5_saldo_medio_var5_hace3","saldo_medio_var5_hace2","saldo_var30","num_of_used","ind_var5","abs_f_diff_imp_op_var41_efect_comer_ult1","abs_f_ratio_num_var30_saldo_var30","f_num_3_sum_num","new_ind_0_group5_sum","nonzerocount.saldo","new_ind_var30_0","sald0_quantile_diff_2","imp_op_var39_comer_ult1","var15_ratio","0.831493","0.827992","0.83925","0.820406","0.837326","0.812982","0.837853","0.824325","0.824252","0.841109"
"sald0_quantile_diff_1","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","imp_ent_var16_ult1","f_diff_var_15_var_38","num_var4","num_var30_0","num_meses_var5_ult3","new_ind_var30_0","f_diff_var_15_var_36_less_60","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_ratio_num_var30_saldo_var30","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_medio_var5_hace3","ind_var5","imp_trans_var37_ult1","num_med_var22_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_saldo_var5_saldo_medio_var5_hace2","var15","new_num_group5_sum","0.839019","0.842312","0.8357","0.816917","0.821743","0.808928","0.837583","0.825551","0.823634","0.841002"
"new_num_sum","new_num_var30_0","new_ind_sum","sald0_quantile_diff_2","new_ftr_ult1_ult3_ratio_saldo_medio_var5","new_num_var5_0","saldo_var30","num_var5","var15_ratio","num_var4","f_diff_saldo_var5_saldo_medio_var5_hace3","f_num_3_sum_num","num_var45_hace3","saldo_var5","f_diff_var_15_var_38","num_of_used","f_num_quan_70_sum_saldo","num_var22_ult1","f_ratio_num_var42_saldo_var42","new_ind_0_group5_sum","0.841355","0.82678","0.835821","0.813826","0.836746","0.8272","0.833705","0.808421","0.830738","0.845266"
"f_diff_saldo_var5_saldo_medio_var5_ult1","new_ind_var30_0","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_var_15_var_36_cutpoint_smaller","abs_f_ratio_num_var30_saldo_var30","imp_op_var39_comer_ult3","num_var22_ult3","f_num_quan_70_sum_saldo","new_num_var5_0","nonzerocount.saldo","imp_op_var39_comer_ult1","imp_op_var39_ult1","nonzerocount.num","sald0_quantile_diff_3","var38_ratio","imp_ent_var16_ult1","num_meses_var39_vig_ult3","f_diff_var_15_var_38","var15","f_diff_saldo_var5_saldo_medio_var5_hace3","0.82413","0.844397","0.821151","0.822272","0.817477","0.831112","0.839639","0.826483","0.837849","0.849456"
"var38_ratio","f_diff_var_15_var_36_rank","imp_op_var41_efect_ult1","f_diff_var_15_var_38","new_num_var30_0","f_diff_saldo_medio_var5_8_ult11","f_num_non_zero_sum_ind","num_var5","num_var45_hace3","imp_ent_var16_ult1","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_var_36_cutpoint_smaller","saldo_var8","new_ind_var30_0","num_quantile_diff_1","abs_f_ratio_num_var30_saldo_var30","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_saldo_var5_saldo_medio_var5_ult1","saldo_medio_var8_ult3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","0.834428","0.839552","0.833626","0.802653","0.813184","0.816755","0.836514","0.80652","0.806463","0.844356"
"var15","new_num_prcnt","abs_f_ratio_num_var30_saldo_var30","f_diff_saldo_medio_var5_ult13","abs_f_ratio_num_var5_saldo_var5","new_num_group5_prcnt","abs_f_diff_num_var30_4","saldo_medio_var5_hace2","num_var35","num_var5","new_num_var5_0","imp_op_var39_efect_ult1","abs_f_diff_saldo_var5_42","new_ind_group5_sum","var38_ratio","f_num_3_sum_num","num_meses_var5_ult3","f_diff_var_15_var_38","num_var4","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","0.838693","0.827601","0.837997","0.819641","0.83768","0.830361","0.827187","0.823214","0.825291","0.847465"
"f_diff_num_var30_4","num_of_used","num_var30","f_diff_var_15_var_38","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_num_group5_sum","nonzerocount.saldo","f_diff_var_15_larger","saldo_medio_var5_ult1","new_num_group5_prcnt","num_med_var22_ult3","num_var35","var15","saldo_medio_var8_ult3","f_diff_imp_op_var41_efect_comer_ult1","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_quantile_diff_1","f_num_3_sum_num","abs_f_diff_saldo_var5_30","0.825884","0.827852","0.835168","0.808262","0.829221","0.831366","0.839814","0.825856","0.832264","0.830103"
