"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","auc1","auc2","auc3","auc4","auc5","auc6","auc7","auc8","auc9","auc10"
"abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","sald0_quantile_diff_3","f_diff_var_15_larger","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_diff_saldo_medio_var5_8_ult11","new_num_group5_prcnt","saldo_var30","saldo_var42","ind_var5","new_ind_sum","f_diff_var_15_var_36_less_60","num_var45_ult1","abs_f_diff_num_var22_ult3_num_med_var45_ult3","saldo_medio_var5_ult1","saldo_var8","f_diff_saldo_var5_saldo_medio_var5_hace3","imp_op_var39_comer_ult1","new_num_prcnt","var15","0.827785","0.822066","0.825744","0.810585","0.820449","0.806548","0.819231","0.816398","0.814827","0.832521"
"var15_ratio","var38","var15","num_var22_ult1","num_var22_hace2","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_of_used","saldo_medio_var5_ult1","abs_f_diff_num_var22_ult3_num_med_var45_ult3","new_num_var5_0","n0","f_diff_saldo_medio_var5_ult13","f_ratio_num_var42_saldo_var42","num_meses_var5_ult3","imp_op_var39_efect_ult3","f_diff_num_var30_4","num_quantile_diff_1","abs_f_diff_saldo_medio_var5_8_ult11","0.841162","0.841296","0.834821","0.826804","0.833848","0.830603","0.839136","0.824885","0.833076","0.845867"
"saldo_var8","num_med_var22_ult3","var15_ratio","f_diff_imp_op_var41_efect_comer_ult1","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","var38","f_ratio_num_var42_saldo_var42","num_var30","ind_var30","imp_op_var41_ult1","abs_f_diff_num_var30_4","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_ratio_num_var5_saldo_var5","num_of_used","saldo_medio_var5_ult1","new_num_group5_sum","num_quantile_diff_3","0.838535","0.839504","0.834889","0.824401","0.821443","0.8287","0.833606","0.822286","0.831299","0.842822"
"f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","var15_ratio","abs_f_diff_num_var30_4","var38_ratio","var15","saldo_medio_var8_ult1","f_diff_saldo_medio_var5_ult13","new_num_prcnt","imp_op_var41_efect_ult1","new_ftr_ult1_ult3_ratio_saldo_medio_var5","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_num_var30_0","new_num_var5_0","num_of_used","sald0_quantile_diff_2","imp_op_var41_efect_ult3","new_ind_var5_0","imp_op_var39_ult1","f_num_3_sum_num","0.821267","0.834013","0.830695","0.805601","0.832657","0.812366","0.833692","0.820145","0.81727","0.835575"
"f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_medio_var5_hace2","new_ind_0_group5_sum","sald0_quantile_diff_3","new_num_prcnt","f_diff_var_15_var_38","var15","new_num_group5_sum","num_var5","f_diff_var_15_var_36_cutpoint_smaller","sald0_quantile_diff_1","f_num_3_sum_num","f_diff_saldo_medio_var5_8_ult11","saldo_medio_var8_ult1","saldo_var30","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ind_sum","f_diff_saldo_var5_saldo_medio_var5_hace2","num_var45_ult3","0.83979","0.839777","0.835619","0.810988","0.821879","0.828258","0.835729","0.821451","0.831807","0.845815"
"abs_f_diff_saldo_var5_saldo_medio_var5_hace2","new_ind_var5_0","max.saldo","var38_ratio","num_var45_hace2","imp_op_var39_efect_ult3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","saldo_var30","abs_f_ratio_num_var5_saldo_var5","f_diff_var_15_larger","f_diff_saldo_var5_saldo_medio_var5_hace3","var15_ratio","f_num_quan_70_sum_saldo","saldo_var42","f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_var22_hace2","imp_op_var39_comer_ult1","0.839645","0.829941","0.822028","0.820807","0.834292","0.813178","0.835576","0.816572","0.821873","0.839384"
"abs_f_diff_saldo_medio_var5_ult13","f_diff_var_15_var_36_less_60","new_num_var30_0","f_diff_var_15_larger","f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_num_non_zero_sum_ind","nonzerocount.saldo","abs_f_diff_imp_op_var41_efect_comer_ult1","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_var_15_var_36_cutpoint_smaller","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_var5","ind_var30","num_var35","n0","num_of_used","var38_ratio","num_var42","0.828946","0.827847","0.819872","0.815391","0.824676","0.801439","0.82368","0.812026","0.805977","0.833417"
"nonzerocount.saldo","f_diff_num_var22_ult3_num_med_var45_ult3","saldo_medio_var5_hace2","imp_op_var39_comer_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","var15_ratio","saldo_var30","num_var30","new_num_prcnt","f_diff_var_15_var_36_cutpoint_smaller","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_ind_group5_sum","var36","abs_f_diff_num_var30_4","f_diff_imp_op_var41_efect_comer_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","new_num_var5_0","abs_f_diff_saldo_medio_var5_8_ult11","abs_f_ratio_num_var30_saldo_var30","0.829903","0.8267","0.827087","0.808917","0.81944","0.818949","0.814548","0.801479","0.820484","0.824259"
"f_diff_var_15_var_36_rank","f_diff_num_var22_ult3_num_med_var45_ult3","num_var45_ult1","ind_var30","num_var42","f_diff_saldo_medio_var5_ult13","new_ftr_ult1_ult3_ratio_num_var45","n0","abs_f_ratio_num_var5_saldo_var5","saldo_medio_var5_ult1","var15_ratio","abs_f_ratio_num_var30_saldo_var30","nonzerocount.saldo","saldo_var8","num_var30","f_diff_var_15_var_36_less_60","new_num_var5_0","num_var4","new_ind_var30_0","0.823247","0.824098","0.821031","0.809593","0.819251","0.821263","0.828122","0.817947","0.813177","0.833327"
"num_var4","abs_f_diff_saldo_var5_42","abs_f_diff_num_var30_4","f_diff_var_15_var_36_rank","saldo_medio_var5_hace3","saldo_medio_var5_hace2","f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_var5","new_num_var30_0","imp_op_var39_ult1","f_diff_var_15_var_38","var15_ratio","new_num_group5_sum","var38_ratio","new_num_group5_prcnt","num_meses_var5_ult3","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_num_non_zero_sum_ind","new_ind_group5_sum","0.837633","0.818181","0.83437","0.823204","0.83505","0.829018","0.83585","0.823638","0.829064","0.834759"
"new_ftr_ult1_ult3_ratio_saldo_medio_var5","var38_ratio","num_med_var22_ult3","f_diff_var_15_var_36_rank","num_of_used","f_diff_saldo_medio_var5_ult13","f_diff_imp_op_var39_comer_ult13","num_quantile_diff_1","num_var35","saldo_var5","var15","f_diff_var_15_var_36_less_60","f_num_quan_70_sum_saldo","max.saldo","num_var45_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","ind_comb_rank","num_var45_hace3","num_var30","0.841042","0.82685","0.836089","0.825773","0.835076","0.828847","0.837545","0.81149","0.83357","0.843999"
"f_diff_var_15_var_36_less_60","var15_ratio","new_ind_group5_sum","var15","abs_f_ratio_num_var30_saldo_var30","abs_f_diff_saldo_medio_var5_8_ult11","var38_ratio","imp_op_var39_efect_ult1","var38","num_var22_ult1","new_ftr_ult1_ult3_ratio_num_var45","imp_trans_var37_ult1","abs_f_diff_num_var30_4","new_num_group5_prcnt","num_of_used","saldo_var42","ind_comb_rank","num_var42","new_num_group5_sum","0.834362","0.833879","0.837681","0.822014","0.821133","0.831347","0.838557","0.827303","0.825224","0.83993"
"f_diff_var_15_var_36_cutpoint_smaller","saldo_medio_var5_ult1","var36","var38","new_ind_sum","f_diff_var_15_var_36_rank","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_num_sum","num_meses_var5_ult3","f_diff_saldo_medio_var5_8_ult11","new_ind_0_group5_sum","f_diff_var_15_var_36_less_60","imp_op_var39_comer_ult1","num_var30","ind_var30","ind_var5","saldo_medio_var8_ult3","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_var45_ult3","0.834492","0.832765","0.829986","0.819287","0.82837","0.820438","0.825115","0.814846","0.825188","0.817642"
"f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_ind_var5_0","f_diff_num_var45_ult13","f_diff_saldo_var5_saldo_medio_var5_hace3","n0","f_diff_var_15_var_36_less_60","f_diff_var_15_larger","var15_ratio","saldo_medio_var5_hace2","new_ind_var30_0","saldo_var30","f_diff_saldo_var5_saldo_medio_var5_ult1","f_num_3_sum_num","num_of_used","ind_var5","saldo_var5","saldo_medio_var5_ult3","abs_f_diff_saldo_var5_30","0.825172","0.821928","0.82478","0.811028","0.829629","0.806234","0.825752","0.816608","0.817493","0.833444"
"new_num_group5_sum","new_num_var30_0","var15_ratio","f_diff_var_15_var_36_cutpoint_smaller","f_diff_saldo_medio_var5_8_ult11","n0","saldo_medio_var5_hace3","f_diff_num_var30_4","num_of_used","abs_f_diff_saldo_medio_var5_ult13","imp_op_var41_efect_ult3","f_diff_var_15_var_36_rank","ind_comb_rank","f_diff_var_15_larger","sald0_quantile_diff_2","var15","num_var30","f_diff_saldo_medio_var5_ult13","new_num_var5_0","0.83238","0.810887","0.826308","0.802473","0.810239","0.820291","0.827676","0.815922","0.82151","0.838496"
"f_diff_var_15_var_36_less_60","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","var38_ratio","saldo_medio_var5_ult3","new_num_group5_prcnt","new_num_sum","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","num_med_var45_ult3","ind_var30","num_var35","saldo_medio_var5_hace2","f_diff_var_15_var_38","f_diff_imp_op_var39_comer_ult13","nonzerocount.saldo","var15","new_num_prcnt","f_diff_saldo_medio_var5_ult13","nonzerocount.num","new_ind_var30_0","0.836733","0.817169","0.832344","0.823356","0.832232","0.825191","0.836803","0.805249","0.807969","0.828478"
"var36","abs_f_diff_num_var30_4","new_num_var5_0","nonzerocount.saldo","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_ftr_ult1_ult3_ratio_num_var22","abs_f_ratio_num_var30_saldo_var30","num_quantile_diff_1","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_medio_var5_hace3","f_diff_saldo_var5_saldo_medio_var5_hace3","var15","f_diff_var_15_var_38","num_var5","num_var35","f_diff_var_15_var_36_rank","max.saldo","saldo_medio_var5_ult3","num_var30","0.830591","0.822972","0.834895","0.809525","0.825871","0.827507","0.836991","0.806569","0.822527","0.838371"
"f_diff_var_15_larger","imp_ent_var16_ult1","abs_f_ratio_num_var30_saldo_var30","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","num_var30","abs_f_ratio_num_var5_saldo_var5","f_ratio_num_var42_saldo_var42","sald0_quantile_diff_3","saldo_medio_var5_hace3","num_var35","saldo_medio_var5_hace2","max.saldo","saldo_medio_var5_ult1","new_ind_var5_0","new_num_group5_prcnt","num_var45_ult1","sald0_quantile_diff_2","var15_ratio","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","0.826806","0.813194","0.824409","0.803217","0.821984","0.819344","0.823418","0.810194","0.816272","0.83146"
"ind_var30","n0","f_diff_var_15_var_36_cutpoint_smaller","imp_op_var41_comer_ult1","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_saldo_medio_var5_ult13","var15_ratio","new_ftr_ult1_ult3_ratio_saldo_medio_var5","var38_ratio","saldo_medio_var5_hace2","f_diff_num_var22_ult3_num_med_var45_ult3","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_36_less_60","f_num_non_zero_sum_ind","abs_f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_38","f_num_quan_70_sum_saldo","num_of_used","0.821752","0.834419","0.829978","0.821335","0.831019","0.823692","0.833464","0.819699","0.830375","0.826314"
"new_num_sum","new_ind_var30_0","new_ftr_ult1_ult3_ratio_saldo_medio_var5","num_var45_hace3","new_ind_group5_sum","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","max.saldo","saldo_var42","saldo_medio_var5_ult3","var15_ratio","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_num_group5_sum","var38_ratio","saldo_var8","f_diff_var_15_var_36_rank","new_num_prcnt","imp_trans_var37_ult1","num_of_used","f_diff_saldo_var5_saldo_medio_var5_hace2","0.840853","0.838722","0.83292","0.823318","0.834362","0.812109","0.835721","0.810368","0.83064","0.843878"
"saldo_medio_var5_ult3","new_ind_var5_0","f_diff_var_15_larger","saldo_var5","var15_ratio","num_of_used","new_num_var30_0","new_num_sum","f_num_quan_70_sum_saldo","var38","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_var30","saldo_medio_var8_ult1","abs_f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","new_num_group5_sum","sald0_quantile_diff_3","num_meses_var39_vig_ult3","var36","0.831247","0.827868","0.825362","0.816351","0.827684","0.81719","0.831664","0.808788","0.821951","0.837161"
"f_ratio_num_var42_saldo_var42","var38_ratio","nonzerocount.saldo","var15_ratio","saldo_var30","abs_f_ratio_num_var5_saldo_var5","var38","imp_ent_var16_ult1","f_diff_saldo_medio_var5_8_ult11","saldo_medio_var8_ult3","num_of_used","num_meses_var5_ult3","new_num_sum","num_var45_hace3","new_num_group5_sum","new_ind_var30_0","saldo_medio_var5_ult1","var15","num_var35","0.835557","0.833826","0.835399","0.818031","0.832005","0.826691","0.83564","0.824963","0.824111","0.839091"
"abs_f_ratio_num_var5_saldo_var5","abs_f_ratio_num_var30_saldo_var30","var36","imp_op_var39_efect_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","num_var4","num_var22_ult3","max.saldo","new_ind_0_group5_sum","new_ind_sum","new_ind_group5_sum","var15","num_quantile_diff_3","saldo_var30","num_var45_hace3","num_var45_ult3","num_var35","n0","new_ind_var30_0","0.829534","0.826252","0.828268","0.816901","0.814177","0.809845","0.819553","0.814254","0.823167","0.833079"
"max.saldo","saldo_var42","var38_ratio","f_ratio_num_var42_saldo_var42","f_diff_saldo_var5_saldo_medio_var5_hace3","saldo_medio_var5_ult3","saldo_medio_var5_hace3","f_diff_var_15_var_38","num_of_used","abs_f_diff_num_var30_4","f_diff_num_var30_4","f_num_quan_70_sum_saldo","saldo_medio_var5_hace2","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","var15_ratio","nonzerocount.saldo","f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_ratio_num_var5_saldo_var5","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","0.828536","0.824083","0.832441","0.819876","0.833762","0.824027","0.829995","0.807086","0.820672","0.843265"
"f_num_non_zero_sum_ind","f_diff_saldo_medio_var5_ult13","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","var15_ratio","saldo_var42","f_ratio_num_var42_saldo_var42","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","saldo_medio_var5_hace3","abs_f_ratio_num_var30_saldo_var30","f_diff_var_15_var_36_rank","saldo_medio_var5_ult3","num_var42","abs_f_diff_num_var22_ult3_num_med_var45_ult3","var38","max.saldo","var38_ratio","f_diff_var_15_var_36_cutpoint_smaller","num_var45_ult1","new_ind_0_group5_sum","0.839575","0.838348","0.835276","0.815024","0.81522","0.827176","0.835947","0.823527","0.829148","0.846172"
"f_diff_var_15_larger","new_num_sum","nonzerocount.saldo","f_diff_num_var30_4","new_num_prcnt","f_diff_saldo_var5_saldo_medio_var5_hace2","var38_ratio","f_diff_var_15_var_36_cutpoint_smaller","num_var22_hace3","f_diff_var_15_var_36_less_60","new_ind_group5_sum","num_var35","new_ind_var30_0","f_diff_saldo_medio_var5_ult13","sald0_quantile_diff_1","new_ind_sum","saldo_medio_var5_hace3","var15_ratio","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","0.81785","0.83251","0.829857","0.819457","0.829546","0.823066","0.832329","0.819889","0.827808","0.841212"
"num_var35","new_ftr_ult1_ult3_ratio_saldo_medio_var5","nonzerocount.saldo","f_diff_var_15_var_38","new_num_group5_sum","num_var30","num_var45_ult1","f_diff_num_var30_4","saldo_medio_var5_ult3","abs_f_diff_saldo_var5_42","f_diff_saldo_var5_saldo_medio_var5_ult1","saldo_medio_var5_hace3","abs_f_ratio_num_var30_saldo_var30","var15_ratio","f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_var_36_rank","saldo_var30","num_var5","new_num_var5_0","0.834662","0.837221","0.833076","0.816002","0.826275","0.827005","0.832432","0.812323","0.820334","0.835"
"num_var22_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","num_var22_hace3","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","saldo_medio_var5_hace2","f_diff_var_15_var_38","num_var45_ult1","f_num_quan_70_sum_saldo","num_of_used","var15","f_num_3_sum_num","num_quantile_diff_3","new_ind_var5_0","max.saldo","f_diff_var_15_var_36_rank","saldo_medio_var8_ult1","sald0_quantile_diff_2","abs_f_diff_saldo_medio_var5_ult13","0.834522","0.83038","0.835443","0.807875","0.824902","0.82739","0.836501","0.823741","0.833081","0.84358"
"nonzerocount.saldo","f_diff_var_15_var_36_rank","abs_f_diff_num_var22_ult3_num_med_var45_ult3","ind_comb_rank","n0","f_diff_saldo_var5_saldo_medio_var5_hace3","num_var30","saldo_var42","num_var4","f_diff_imp_op_var41_comer_ult13","new_num_group5_sum","f_diff_num_var22_ult3_num_med_var45_ult3","saldo_medio_var5_hace3","f_diff_saldo_medio_var5_ult13","var15","new_num_prcnt","f_diff_var_15_var_38","var38","num_of_used","0.839329","0.842113","0.834335","0.821651","0.814614","0.809181","0.835083","0.824993","0.831059","0.844609"
"var38_ratio","saldo_var42","var15_ratio","f_diff_saldo_medio_var5_ult13","abs_f_diff_saldo_medio_var5_ult13","new_ind_var30_0","new_num_var30_0","new_ftr_ult1_ult3_ratio_num_var45","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_var_15_var_36_less_60","new_ind_sum","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var45_hace3","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_num_quan_70_sum_saldo","saldo_medio_var5_ult1","f_diff_var_15_var_36_rank","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_ratio_num_var30_saldo_var30","0.829269","0.828204","0.82432","0.817016","0.830531","0.808324","0.834345","0.823983","0.830454","0.844"
"var15_ratio","new_ind_group5_sum","abs_f_diff_num_var30_4","var38","abs_f_ratio_num_var30_saldo_var30","num_var22_hace2","saldo_medio_var5_hace2","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_larger","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","sald0_quantile_diff_1","f_diff_saldo_medio_var5_8_ult11","saldo_medio_var5_ult1","num_var45_ult1","sald0_quantile_diff_3","f_diff_num_var30_4","num_var45_ult3","saldo_var5","num_var5","0.834799","0.823172","0.816924","0.822769","0.836956","0.810484","0.834492","0.822312","0.813717","0.845932"
"num_var22_ult3","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_medio_var5_ult3","num_var30","f_num_non_zero_sum_ind","saldo_var30","new_ind_0_group5_sum","f_diff_var_15_var_38","new_ind_var30_0","saldo_medio_var5_ult1","f_diff_num_var45_ult13","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","var15_ratio","f_diff_saldo_medio_var5_ult13","saldo_var42","f_diff_var_15_larger","0.843482","0.833886","0.835071","0.825091","0.824817","0.829947","0.822787","0.823564","0.833679","0.846537"
"f_diff_var_15_var_36_cutpoint_smaller","n0","sald0_quantile_diff_2","sald0_quantile_diff_1","num_var45_hace3","num_meses_var5_ult3","f_num_3_sum_num","abs_f_ratio_num_var5_saldo_var5","f_diff_var_15_larger","num_var42","var15_ratio","abs_f_diff_num_var22_ult3_num_med_var45_ult3","imp_op_var39_comer_ult3","abs_f_ratio_num_var30_saldo_var30","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_imp_op_var39_comer_ult13","f_diff_var_15_var_38","num_var45_hace2","f_diff_var_15_var_36_rank","0.839845","0.840035","0.833474","0.821228","0.821863","0.828097","0.833545","0.82172","0.830596","0.844515"
"num_quantile_diff_1","new_num_group5_sum","f_diff_var_15_var_36_rank","abs_f_diff_saldo_var5_30","new_ftr_ult1_ult3_ratio_num_var45","var38","n0","abs_f_diff_saldo_medio_var5_8_ult11","num_meses_var5_ult3","new_num_var30_0","num_quantile_diff_3","abs_f_diff_saldo_medio_var5_ult13","saldo_var30","new_ind_0_group5_sum","f_ratio_num_var42_saldo_var42","var15_ratio","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ind_var30_0","saldo_medio_var5_hace2","0.839941","0.838346","0.836386","0.823978","0.836489","0.82853","0.837342","0.822456","0.831976","0.839691"
"f_diff_var_15_larger","saldo_medio_var5_hace2","var38_ratio","saldo_var42","num_quantile_diff_1","new_ind_group5_sum","new_num_0_group5_sum","nonzerocount.saldo","abs_f_diff_saldo_medio_var5_ult13","new_num_prcnt","num_var22_ult1","f_diff_saldo_medio_var5_8_ult11","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_ftr_ult1_ult3_ratio_num_var45","var15","f_num_3_sum_num","var15_ratio","f_diff_imp_op_var41_efect_comer_ult1","f_diff_num_var45_ult13","0.841178","0.84009","0.836038","0.828005","0.838089","0.810397","0.839032","0.826284","0.833708","0.831651"
"saldo_medio_var5_ult3","new_num_group5_prcnt","sald0_quantile_diff_1","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_num_non_zero_sum_ind","var15_ratio","num_var30","max.saldo","new_ind_var30_0","f_diff_saldo_var5_saldo_medio_var5_hace2","var38","saldo_var5","abs_f_diff_saldo_medio_var5_ult13","new_num_var8_0","num_var22_hace3","new_ind_var5_0","f_diff_var_15_var_36_cutpoint_smaller","f_diff_saldo_var5_saldo_medio_var5_ult1","saldo_var30","0.837747","0.838632","0.833653","0.80793","0.825601","0.81551","0.835326","0.821569","0.829126","0.834036"
"saldo_medio_var5_ult3","abs_f_diff_saldo_var5_30","f_diff_saldo_var5_saldo_medio_var5_hace2","num_var30","num_var45_ult1","new_ind_var30_0","f_diff_var_15_var_36_rank","sald0_quantile_diff_1","num_var4","imp_op_var41_ult1","var15","num_meses_var39_vig_ult3","f_diff_num_var22_ult3_num_med_var45_ult3","saldo_var30","nonzerocount.saldo","sald0_quantile_diff_2","new_num_var30_0","ind_comb_rank","num_of_used","0.829427","0.8296","0.825936","0.813551","0.829732","0.812776","0.823172","0.813938","0.824184","0.834162"
"f_diff_var_15_var_38","saldo_medio_var5_ult1","var15_ratio","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","imp_trans_var37_ult1","num_var30","new_ind_sum","f_diff_var_15_var_36_cutpoint_smaller","sald0_quantile_diff_1","num_meses_var39_vig_ult3","f_diff_var_15_var_36_rank","new_num_group5_prcnt","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","var36","saldo_var30","f_num_3_sum_num","abs_f_ratio_num_var5_saldo_var5","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","saldo_var5","0.837065","0.821956","0.81606","0.811769","0.834696","0.824477","0.819692","0.822857","0.82797","0.832496"
"abs_f_ratio_num_var30_saldo_var30","n0","num_var4","f_diff_saldo_medio_var5_ult13","num_meses_var5_ult3","num_var45_ult3","new_ind_0_group5_sum","new_num_group5_sum","var38","num_var30","saldo_var30","num_var45_hace3","new_num_var5_0","saldo_var5","f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_var_36_rank","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","0.841047","0.83924","0.815679","0.804715","0.834122","0.808003","0.815133","0.805743","0.828936","0.826372"
"abs_f_diff_saldo_var5_42","new_num_sum","f_diff_var_15_var_36_less_60","f_diff_var_15_var_36_rank","sald0_quantile_diff_1","num_var45_hace2","n0","f_diff_var_15_var_38","f_diff_num_var45_ult13","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_larger","saldo_var30","f_diff_var_15_var_36_cutpoint_smaller","new_num_group5_sum","nonzerocount.saldo","abs_f_diff_saldo_var5_30","var15","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","0.838809","0.822883","0.811899","0.820721","0.821146","0.808201","0.833737","0.822689","0.831742","0.833642"
"new_ind_var5_0","saldo_medio_var8_ult3","nonzerocount.num","f_num_quan_70_sum_saldo","var15_ratio","saldo_medio_var5_hace3","saldo_var30","sald0_quantile_diff_3","f_diff_var_15_var_36_less_60","max.saldo","new_num_var30_0","num_meses_var39_vig_ult3","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","ind_var30","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_ind_var30_0","num_var45_hace3","num_var30","0.832052","0.824394","0.824119","0.811944","0.816381","0.806023","0.82486","0.818998","0.819975","0.832229"
"f_diff_var_15_var_38","new_num_var5_0","imp_ent_var16_ult1","f_diff_saldo_var5_saldo_medio_var5_hace2","new_ftr_ult1_ult3_ratio_num_var22","abs_f_diff_num_var22_ult3_num_med_var45_ult3","ind_var30","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","nonzerocount.saldo","new_num_sum","var15_ratio","new_ind_group5_sum","new_num_prcnt","ind_comb_rank","saldo_medio_var5_ult3","sald0_quantile_diff_3","num_var42","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","0.814933","0.832776","0.825597","0.812806","0.815348","0.819759","0.830897","0.817905","0.825902","0.839864"
"saldo_var30","imp_trans_var37_ult1","new_num_prcnt","saldo_medio_var8_ult1","ind_comb_rank","new_ind_var5_0","f_diff_num_var22_ult3_num_med_var45_ult3","var15","imp_op_var39_ult1","saldo_var5","num_meses_var39_vig_ult3","f_diff_var_15_var_36_cutpoint_smaller","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_var_15_var_38","imp_op_var41_comer_ult1","new_num_sum","saldo_medio_var5_ult3","saldo_medio_var5_hace2","new_num_var30_0","0.836541","0.844743","0.837429","0.816004","0.83766","0.830374","0.839357","0.809838","0.835543","0.83182"
