"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","auc1","auc2","auc3","auc4","auc5","auc6","auc7","auc8","auc9","auc10"
"saldo_medio_var5_hace3","imp_op_var41_ult1","abs_f_diff_num_var30_4","saldo_medio_var5_ult1","new_ind_sum","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_ratio_num_var5_saldo_var5","num_meses_var39_vig_ult3","new_num_prcnt","f_diff_imp_op_var41_efect_comer_ult1","saldo_medio_var5_ult3","num_var22_ult3","var15_ratio","saldo_var5","new_num_var30_0","sald0_quantile_diff_2","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","ind_comb_rank","var36","0.827281","0.81223","0.811031","0.811018","0.829752","0.821705","0.82991","0.810616","0.81168","0.820327"
"f_diff_saldo_medio_var5_ult13","var15_ratio","saldo_medio_var8_ult3","f_diff_var_15_var_38","saldo_var42","abs_f_diff_saldo_var5_42","f_diff_var_15_var_36_cutpoint_smaller","sald0_quantile_diff_1","ind_var30","num_var30","f_num_quan_70_sum_saldo","num_meses_var5_ult3","num_med_var45_ult3","ind_comb_rank","abs_f_diff_saldo_var5_30","num_of_used","new_ind_var5_0","f_num_non_zero_sum_ind","num_var4","0.840017","0.837964","0.832191","0.801964","0.809577","0.825507","0.833804","0.806326","0.829015","0.843938"
"f_diff_var_15_var_36_rank","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","ind_var5","new_ind_sum","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","saldo_medio_var5_hace2","num_var30","var38","var15_ratio","f_ratio_num_var42_saldo_var42","n0","new_ind_var30_0","f_diff_var_15_var_36_less_60","ind_var30","max.saldo","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_num_var30_4","num_med_var45_ult3","0.839231","0.827501","0.83545","0.82366","0.821938","0.827113","0.826941","0.817266","0.83175","0.844923"
"abs_f_diff_saldo_medio_var5_8_ult11","var15_ratio","nonzerocount.num","num_var5","var38","f_diff_num_var45_ult13","ind_comb_rank","abs_f_diff_saldo_var5_30","var15","abs_f_ratio_num_var5_saldo_var5","num_var45_hace2","new_num_var5_0","imp_op_var39_comer_ult3","f_diff_saldo_medio_var5_8_ult11","new_num_group5_sum","f_diff_num_var30_4","num_var35","nonzerocount.saldo","imp_op_var41_comer_ult3","0.841145","0.825732","0.806452","0.807545","0.823977","0.826846","0.835494","0.805021","0.832801","0.835168"
"abs_f_diff_saldo_var5_saldo_medio_var5_hace3","ind_comb_rank","sald0_quantile_diff_1","num_var45_ult1","imp_op_var41_comer_ult1","new_ind_0_group5_sum","f_num_3_sum_num","nonzerocount.saldo","var15","imp_op_var39_ult1","f_diff_var_15_var_38","abs_f_diff_num_var30_4","new_num_prcnt","num_med_var22_ult3","ind_var30","sald0_quantile_diff_3","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","num_var4","saldo_var30","0.836191","0.838144","0.833272","0.822485","0.824315","0.829786","0.83614","0.808062","0.83428","0.841908"
"num_of_used","num_var35","abs_f_diff_num_var22_ult3_num_med_var45_ult3","max.saldo","var15","abs_f_diff_saldo_var5_42","f_diff_var_15_var_36_cutpoint_smaller","num_meses_var39_vig_ult3","var38_ratio","f_diff_var_15_var_38","f_num_non_zero_sum_ind","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","sald0_quantile_diff_1","abs_f_diff_saldo_var5_30","f_diff_saldo_var5_saldo_medio_var5_hace2","f_num_quan_70_sum_saldo","new_num_group5_prcnt","imp_trans_var37_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","0.840705","0.840435","0.831718","0.823243","0.834355","0.826517","0.836713","0.824171","0.830416","0.82671"
"f_diff_saldo_var5_saldo_medio_var5_hace3","f_ratio_num_var42_saldo_var42","imp_trans_var37_ult1","new_ind_group5_sum","f_diff_num_var45_ult13","var15_ratio","f_diff_num_var30_4","abs_f_diff_saldo_var5_30","ind_var5","num_of_used","num_var22_hace3","new_ind_0_group5_sum","num_med_var45_ult3","max.saldo","saldo_medio_var5_ult1","num_meses_var39_vig_ult3","num_var35","new_ftr_ult1_ult3_ratio_num_var22","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","0.831799","0.823819","0.821788","0.803814","0.816741","0.804099","0.819257","0.804043","0.825668","0.828129"
"new_num_group5_sum","saldo_medio_var5_hace2","f_diff_num_var30_4","imp_ent_var16_ult1","f_diff_var_15_var_38","ind_var30","num_var35","imp_op_var39_ult1","num_var22_hace3","sald0_quantile_diff_1","abs_f_diff_num_var30_4","var38","num_var30","var15_ratio","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","imp_op_var39_efect_ult1","f_ratio_num_var42_saldo_var42","saldo_var5","f_diff_var_15_var_36_less_60","0.818086","0.822751","0.833706","0.824371","0.819283","0.826958","0.833313","0.822181","0.830402","0.843518"
"saldo_var42","f_diff_var_15_var_36_rank","sald0_quantile_diff_2","imp_trans_var37_ult1","abs_f_diff_saldo_var5_42","new_ind_var30_0","new_num_group5_prcnt","num_var42","ind_var5","abs_f_diff_num_var30_4","num_meses_var5_ult3","f_diff_var_15_var_36_less_60","new_ind_sum","new_ftr_ult1_ult3_ratio_num_var45","num_med_var22_ult3","f_diff_var_15_var_38","saldo_medio_var5_hace3","imp_ent_var16_ult1","saldo_var30","0.838861","0.814657","0.838413","0.823983","0.835565","0.825753","0.831921","0.823305","0.82844","0.844534"
"new_ind_group5_sum","imp_op_var41_comer_ult3","saldo_medio_var5_hace3","var15_ratio","saldo_medio_var5_ult1","num_meses_var5_ult3","new_num_group5_prcnt","new_num_sum","saldo_var37","var38_ratio","max.saldo","f_diff_saldo_var5_saldo_medio_var5_hace2","sald0_quantile_diff_2","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_num_var30_4","new_num_group5_sum","abs_f_diff_saldo_var5_42","num_var22_ult3","abs_f_diff_num_var22_ult3_num_med_var45_ult3","0.83359","0.840035","0.82248","0.817926","0.8247","0.818026","0.837817","0.818121","0.831535","0.837943"
"sald0_quantile_diff_3","f_diff_var_15_var_36_rank","saldo_var30","new_num_sum","imp_trans_var37_ult1","num_var22_hace2","f_diff_var_15_larger","f_diff_saldo_medio_var5_ult13","ind_comb_rank","saldo_var5","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_num_group5_prcnt","f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_num_var30_4","saldo_var42","f_diff_num_var22_ult3_num_med_var45_ult3","num_var4","var15_ratio","nonzerocount.num","0.831265","0.823446","0.822591","0.812212","0.81854","0.806396","0.82631","0.80919","0.823805","0.832992"
"imp_op_var39_efect_ult3","new_num_var30_0","num_var4","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_larger","f_diff_var_15_var_36_less_60","ind_var30","num_var45_ult3","saldo_medio_var5_ult3","new_num_sum","nonzerocount.saldo","imp_trans_var37_ult1","f_diff_var_15_var_36_cutpoint_smaller","f_diff_var_15_var_38","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_num_var30_4","sald0_quantile_diff_2","num_var45_hace2","num_quantile_diff_3","0.834036","0.824453","0.826219","0.822396","0.814249","0.820869","0.828491","0.813846","0.826126","0.81513"
"imp_trans_var37_ult1","num_med_var22_ult3","nonzerocount.saldo","var38","var15","num_var45_hace3","new_ind_var5_0","abs_f_ratio_num_var30_saldo_var30","ind_comb_rank","var15_ratio","f_num_non_zero_sum_ind","new_num_var5_0","max.saldo","new_num_group5_prcnt","saldo_medio_var5_hace3","var38_ratio","f_diff_var_15_larger","num_var4","f_diff_saldo_medio_var5_8_ult11","0.844298","0.827446","0.835088","0.82409","0.822885","0.811807","0.826784","0.825601","0.831909","0.838253"
"var38","num_var22_ult1","f_num_non_zero_sum_ind","num_var22_hace3","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","var15","f_diff_saldo_var5_saldo_medio_var5_ult1","imp_trans_var37_ult1","num_meses_var5_ult3","f_diff_num_var30_4","f_diff_var_15_larger","new_num_var5_0","num_var4","new_ind_group5_sum","saldo_medio_var5_ult1","imp_op_var41_ult1","new_ftr_ult1_ult3_ratio_saldo_medio_var5","new_ind_sum","f_diff_saldo_var5_saldo_medio_var5_hace3","0.826378","0.820962","0.833066","0.824018","0.814921","0.825847","0.835475","0.824278","0.80539","0.831112"
"var36","abs_f_diff_saldo_var5_30","ind_comb_rank","saldo_medio_var5_hace2","new_ind_var5_0","abs_f_diff_saldo_medio_var5_8_ult11","saldo_medio_var5_ult3","new_ind_sum","saldo_medio_var8_ult3","f_diff_var_15_larger","new_ftr_ult1_ult3_ratio_num_var45","f_diff_imp_op_var41_efect_comer_ult1","var15","f_ratio_num_var42_saldo_var42","f_diff_saldo_var5_saldo_medio_var5_ult1","var38_ratio","var15_ratio","abs_f_diff_num_var30_4","f_diff_var_15_var_36_cutpoint_smaller","0.840375","0.810367","0.833256","0.823141","0.813325","0.827193","0.837832","0.824958","0.831207","0.827086"
"f_diff_var_15_larger","var15","num_var22_ult3","num_var22_ult1","sald0_quantile_diff_3","new_ind_sum","num_var35","num_var30","saldo_medio_var5_hace3","abs_f_diff_saldo_medio_var5_8_ult11","num_quantile_diff_3","abs_f_ratio_num_var5_saldo_var5","new_ftr_ult1_ult3_ratio_num_var22","ind_var5","var38","new_ftr_ult1_ult3_ratio_saldo_medio_var5","saldo_medio_var5_ult3","f_diff_num_var30_4","sald0_quantile_diff_2","0.818136","0.835803","0.826796","0.822791","0.834525","0.826196","0.834944","0.823122","0.834221","0.8457"
"num_med_var22_ult3","f_num_quan_70_sum_saldo","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_36_rank","saldo_var30","saldo_var42","abs_f_ratio_num_var30_saldo_var30","nonzerocount.saldo","new_ind_var30_0","f_diff_var_15_larger","new_ftr_ult1_ult3_ratio_saldo_medio_var5","num_var35","sald0_quantile_diff_3","num_of_used","f_num_non_zero_sum_ind","f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_num_var30_4","saldo_var5","0.832579","0.830571","0.810192","0.8042","0.81753","0.800532","0.811793","0.803013","0.811905","0.827724"
"num_var45_ult3","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_var22_ult3","new_num_group5_sum","abs_f_diff_saldo_var5_30","f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_var30","new_ind_var5_0","abs_f_ratio_num_var30_saldo_var30","new_ind_var30_0","new_num_sum","f_num_quan_70_sum_saldo","f_diff_var_15_var_36_less_60","f_diff_imp_op_var41_comer_ult13","ind_comb_rank","new_ftr_ult1_ult3_ratio_imp_op_var39_comer","f_diff_var_15_var_38","f_diff_var_15_var_36_cutpoint_smaller","saldo_medio_var5_ult3","0.824336","0.825013","0.833569","0.801471","0.817758","0.805275","0.820915","0.816785","0.828084","0.837104"
"abs_f_diff_saldo_var5_saldo_medio_var5_hace3","sald0_quantile_diff_2","num_meses_var5_ult3","num_quantile_diff_3","saldo_medio_var5_hace3","abs_f_diff_num_var22_ult3_num_med_var45_ult3","f_diff_var_15_var_38","num_quantile_diff_1","new_ind_group5_sum","f_diff_var_15_larger","f_diff_imp_op_var41_comer_ult13","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_meses_var39_vig_ult3","n0","num_var22_ult3","var38","imp_op_var39_comer_ult3","var15_ratio","saldo_medio_var5_hace2","0.836377","0.834984","0.829347","0.821362","0.831495","0.823855","0.819985","0.821534","0.804928","0.842495"
"max.saldo","new_ind_group5_sum","num_var42","imp_op_var39_efect_ult1","ind_var30","saldo_medio_var5_hace2","num_var35","imp_var43_emit_ult1","num_var30","f_diff_var_15_var_36_less_60","f_diff_var_15_larger","num_var22_ult1","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_saldo_medio_var5_8_ult11","num_med_var45_ult3","var15_ratio","num_var22_ult3","f_diff_var_15_var_38","num_meses_var5_ult3","0.839772","0.840405","0.836393","0.816193","0.82074","0.831725","0.837848","0.819408","0.819322","0.846618"
"f_diff_var_15_var_38","f_diff_var_15_larger","f_diff_imp_op_var41_efect_comer_ult1","new_num_var5_0","num_var45_ult3","var15","abs_f_diff_saldo_var5_30","num_quantile_diff_3","f_diff_var_15_var_36_rank","num_of_used","new_num_prcnt","saldo_medio_var8_ult3","new_num_var30_0","saldo_medio_var5_ult3","abs_f_diff_saldo_medio_var5_ult13","f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_var42","f_diff_saldo_medio_var5_8_ult11","new_ind_group5_sum","0.825086","0.840484","0.835172","0.824082","0.836439","0.828334","0.838272","0.817757","0.812521","0.84458"
"var38","saldo_var5","imp_op_var39_comer_ult1","f_ratio_num_var42_saldo_var42","new_ind_group5_sum","new_num_var30_0","saldo_medio_var5_ult3","saldo_var42","max.saldo","saldo_medio_var5_ult1","new_num_prcnt","var15_ratio","f_diff_var_15_var_36_cutpoint_smaller","ind_var5","f_diff_saldo_medio_var5_8_ult11","f_diff_imp_op_var41_efect_comer_ult1","saldo_medio_var5_hace2","var38_ratio","num_var22_hace3","0.838497","0.838182","0.832751","0.820257","0.816203","0.825664","0.836847","0.804989","0.831357","0.84544"
"abs_f_diff_num_var30_4","var15_ratio","f_diff_saldo_medio_var5_8_ult11","nonzerocount.saldo","var15","abs_f_ratio_num_var30_saldo_var30","new_ftr_ult1_ult3_ratio_saldo_medio_var5","abs_f_diff_saldo_var5_30","sald0_quantile_diff_2","var38_ratio","new_ind_var30_0","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_var_15_var_36_less_60","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","imp_op_var39_ult1","f_diff_var_15_var_36_cutpoint_smaller","max.saldo","num_var35","f_diff_num_var45_ult13","0.840761","0.84077","0.839278","0.819129","0.832722","0.829966","0.838806","0.801299","0.834127","0.847139"
"num_var42","var15","ind_var30","num_var45_ult3","imp_op_var41_comer_ult3","abs_f_ratio_num_var5_saldo_var5","f_diff_var_15_larger","new_num_var30_0","new_ind_var30_0","f_diff_num_var30_4","abs_f_diff_saldo_var5_30","f_ratio_num_var42_saldo_var42","f_diff_var_15_var_36_rank","saldo_var8","num_var45_hace3","ind_var5","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","imp_op_var39_ult1","0.82643","0.820299","0.824803","0.816621","0.826498","0.822145","0.821038","0.813518","0.825987","0.82559"
"num_var8_0","saldo_medio_var5_hace2","nonzerocount.num","num_var35","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","sald0_quantile_diff_2","f_diff_var_15_var_38","num_var4","var38_ratio","f_num_non_zero_sum_ind","var15_ratio","saldo_var8","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","var15","num_var5","num_var45_ult1","nonzerocount.saldo","0.820052","0.808801","0.8313","0.822135","0.834895","0.827871","0.83448","0.821544","0.829199","0.827757"
"num_var35","f_diff_num_var22_ult3_num_med_var45_ult3","num_var45_ult1","f_diff_num_var30_4","f_diff_var_15_var_36_cutpoint_smaller","sald0_quantile_diff_2","var15_ratio","saldo_var42","imp_op_var41_comer_ult3","f_num_non_zero_sum_ind","saldo_medio_var5_ult1","f_num_quan_70_sum_saldo","f_ratio_num_var42_saldo_var42","abs_f_diff_saldo_medio_var5_8_ult11","var38","new_num_var30_0","num_of_used","abs_f_ratio_num_var30_saldo_var30","abs_f_ratio_num_var5_saldo_var5","0.840823","0.841003","0.834594","0.816923","0.834913","0.829188","0.835474","0.807659","0.832051","0.824471"
"new_ind_sum","new_num_group5_sum","num_var22_ult1","nonzerocount.num","var38","f_diff_var_15_larger","f_diff_var_15_var_36_rank","f_diff_imp_op_var41_efect_comer_ult1","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","n0","num_var45_ult3","new_ind_group5_sum","new_num_var5_0","abs_f_ratio_num_var30_saldo_var30","f_diff_var_15_var_36_cutpoint_smaller","f_num_quan_70_sum_saldo","abs_f_diff_saldo_medio_var5_ult13","imp_op_var41_ult1","0.822746","0.82861","0.808152","0.808637","0.81685","0.816228","0.806036","0.808695","0.803967","0.842493"
"saldo_medio_var5_hace2","f_num_quan_70_sum_saldo","f_diff_num_var30_4","ind_var5","saldo_medio_var5_ult1","imp_op_var39_ult1","saldo_var5","f_num_quan_70_sum_imp","abs_f_diff_saldo_medio_var5_ult13","new_ind_group5_sum","f_diff_var_15_var_36_cutpoint_smaller","abs_f_diff_saldo_var5_30","var15","num_var30_0","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_num_var5_0","num_meses_var5_ult3","num_of_used","f_ratio_num_var42_saldo_var42","0.815205","0.832659","0.832237","0.806049","0.810948","0.819552","0.813515","0.815928","0.822345","0.837833"
"abs_f_diff_saldo_var5_30","num_var22_ult3","saldo_var30","f_diff_num_var30_4","saldo_medio_var5_ult3","var36","new_ind_group5_sum","new_ftr_ult1_ult3_ratio_imp_op_var39_comer","f_diff_saldo_var5_saldo_medio_var5_ult1","num_var42","var15_ratio","ind_comb_rank","f_ratio_num_var42_saldo_var42","num_var22_ult1","new_ind_0_group5_sum","var38_ratio","new_num_var5_0","abs_f_ratio_num_var30_saldo_var30","new_ind_sum","0.845409","0.833872","0.836774","0.826915","0.836739","0.830446","0.837689","0.811133","0.816977","0.840945"
"f_diff_saldo_medio_var5_ult13","f_num_3_sum_num","new_num_var5_0","new_ftr_ult1_ult3_ratio_num_var22","new_ind_var30_0","new_num_sum","var15_ratio","new_num_group5_sum","f_num_quan_70_sum_saldo","num_var4","num_var5","saldo_var42","nonzerocount.saldo","f_diff_var_15_var_36_cutpoint_smaller","num_med_var45_ult3","f_diff_var_15_larger","num_meses_var5_ult3","saldo_var8","abs_f_diff_imp_op_var41_efect_comer_ult1","0.835917","0.829222","0.82794","0.801053","0.804492","0.815373","0.829778","0.814193","0.827045","0.818323"
"f_diff_saldo_var5_saldo_medio_var5_hace2","new_num_prcnt","f_diff_var_15_var_36_cutpoint_smaller","f_num_quan_70_sum_imp","f_diff_num_var30_4","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","saldo_var42","new_num_0_group5_sum","var38_ratio","num_var45_hace3","new_num_var30_0","abs_f_diff_saldo_var5_42","num_var30","imp_op_var41_comer_ult3","abs_f_ratio_num_var30_saldo_var30","var15","abs_f_ratio_num_var5_saldo_var5","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","new_num_group5_sum","0.840706","0.841683","0.837378","0.823858","0.834843","0.828867","0.837937","0.826021","0.831766","0.846443"
"num_meses_var5_ult3","abs_f_diff_saldo_var5_30","f_ratio_num_var42_saldo_var42","saldo_medio_var8_ult1","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_num_group5_sum","num_quantile_diff_1","abs_f_diff_saldo_medio_var5_8_ult11","abs_f_diff_imp_op_var41_efect_comer_ult1","saldo_var42","f_diff_var_15_var_36_cutpoint_smaller","f_diff_saldo_medio_var5_ult13","var38","var15","abs_f_ratio_num_var5_saldo_var5","saldo_medio_var5_hace2","num_of_used","f_num_3_sum_num","imp_op_var39_efect_ult1","0.838232","0.839713","0.835849","0.805979","0.835034","0.829249","0.837312","0.822696","0.832877","0.84674"
"abs_f_diff_saldo_medio_var5_ult13","abs_f_diff_saldo_var5_30","nonzerocount.saldo","imp_op_var39_comer_ult3","var15","f_num_3_sum_num","imp_op_var39_ult1","var15_ratio","saldo_medio_var5_ult3","num_var45_hace3","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_saldo_var5_saldo_medio_var5_ult1","new_ind_0_group5_sum","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_diff_num_var22_ult3_num_med_var45_ult3","f_diff_var_15_larger","ind_comb_rank","new_ind_var5_0","abs_f_diff_num_var30_4","0.834268","0.833253","0.818963","0.811804","0.820474","0.819937","0.817507","0.803014","0.815354","0.831151"
"new_num_sum","f_ratio_num_var42_saldo_var42","nonzerocount.saldo","max.saldo","f_diff_imp_op_var41_efect_comer_ult1","f_diff_var_15_var_38","num_var45_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","new_num_var30_0","f_diff_var_15_var_36_rank","abs_f_diff_num_var30_4","var38_ratio","new_ind_group5_sum","f_diff_saldo_var5_saldo_medio_var5_hace3","num_meses_var39_vig_ult3","imp_op_var39_efect_ult1","imp_op_var39_comer_ult1","f_diff_saldo_medio_var5_8_ult11","ind_comb_rank","0.837312","0.838","0.835424","0.823438","0.808334","0.809884","0.837079","0.823254","0.82927","0.841429"
"abs_f_diff_saldo_var5_42","num_var8_0","num_var22_hace3","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","saldo_var42","abs_f_diff_num_var30_4","nonzerocount.num","imp_op_var41_efect_ult3","f_diff_saldo_var5_saldo_medio_var5_hace3","var15","saldo_var5","saldo_medio_var5_hace3","f_diff_num_var45_ult13","abs_f_diff_saldo_medio_var5_8_ult11","imp_op_var41_ult1","imp_op_var41_comer_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_ratio_num_var30_saldo_var30","num_var42","0.824707","0.829842","0.819607","0.811639","0.81344","0.816105","0.828666","0.811002","0.823935","0.833734"
"abs_f_diff_saldo_var5_30","saldo_medio_var8_ult1","num_var35","f_diff_num_var30_4","saldo_medio_var5_hace3","var38_ratio","var15_ratio","f_diff_saldo_medio_var5_ult13","num_meses_var39_vig_ult3","new_ind_var30_0","nonzerocount.saldo","new_ind_sum","num_meses_var5_ult3","saldo_var5","f_num_3_sum_num","sald0_quantile_diff_2","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_saldo_medio_var5_8_ult11","f_num_non_zero_sum_ind","0.841423","0.839365","0.834614","0.817502","0.837405","0.828007","0.836859","0.805751","0.828741","0.846802"
"f_diff_num_var22_ult3_num_med_var45_ult3","var15_ratio","imp_op_var39_ult1","var15","var36","new_num_prcnt","abs_f_ratio_num_var30_saldo_var30","f_diff_var_15_var_36_rank","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_ind_var30_0","imp_op_var41_comer_ult3","num_meses_var39_vig_ult3","saldo_medio_var5_hace3","new_num_var5_0","f_diff_imp_op_var41_comer_ult13","num_var4","f_diff_saldo_medio_var5_8_ult11","saldo_medio_var8_ult1","num_var30","0.828623","0.827579","0.823482","0.81318","0.817766","0.813358","0.821862","0.804218","0.820956","0.83285"
"f_diff_var_15_var_38","var15_ratio","f_diff_var_15_var_36_less_60","saldo_var30","new_num_sum","new_ind_var5_0","num_var42","f_ratio_num_var42_saldo_var42","var36","num_var45_hace3","f_diff_saldo_var5_saldo_medio_var5_ult1","num_meses_var39_vig_ult3","f_num_quan_70_sum_saldo","new_num_var30_0","f_diff_var_15_var_36_rank","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_ratio_num_var30_saldo_var30","f_diff_num_var45_ult13","abs_f_diff_saldo_var5_30","0.830064","0.827267","0.829921","0.817149","0.833521","0.827799","0.83413","0.816251","0.831672","0.839628"
"new_num_sum","saldo_medio_var5_hace2","f_diff_var_15_var_36_less_60","f_num_quan_70_sum_saldo","f_diff_var_15_var_36_rank","num_of_used","max.saldo","f_diff_var_15_larger","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_num_non_zero_sum_ind","new_num_var30_0","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_num_var45_ult13","num_var30","abs_f_diff_saldo_medio_var5_8_ult11","ind_var5","var38","abs_f_ratio_num_var5_saldo_var5","num_var4","0.837059","0.834956","0.834448","0.820336","0.832873","0.819806","0.829462","0.802403","0.828925","0.836761"
"f_diff_var_15_var_36_less_60","new_ind_0_group5_sum","ind_var30","saldo_medio_var5_ult1","num_quantile_diff_3","num_var4","sald0_quantile_diff_1","saldo_var5","f_num_quan_70_sum_saldo","var38_ratio","nonzerocount.saldo","f_num_3_sum_num","f_diff_var_15_var_36_cutpoint_smaller","saldo_medio_var5_hace3","f_diff_num_var22_ult3_num_med_var45_ult3","sald0_quantile_diff_2","abs_f_diff_num_var30_4","saldo_var30","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","0.836793","0.823342","0.830271","0.818495","0.82404","0.823606","0.819184","0.802829","0.826176","0.84195"
"num_var35","abs_f_diff_imp_op_var41_efect_comer_ult1","var36","saldo_medio_var5_hace2","num_meses_var5_ult3","new_ind_group5_sum","var38","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","saldo_var30","abs_f_ratio_num_var5_saldo_var5","f_num_quan_70_sum_saldo","ind_comb_rank","f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_diff_num_var30_4","ind_var30","new_num_prcnt","var15_ratio","f_diff_num_var22_ult3_num_med_var45_ult3","imp_op_var39_comer_ult1","0.836343","0.831062","0.833861","0.818721","0.836043","0.827808","0.835972","0.811372","0.826064","0.840571"
"var38","new_ind_var30_0","ind_var5","f_diff_saldo_var5_saldo_medio_var5_ult1","ind_var30","f_diff_var_15_var_36_rank","nonzerocount.saldo","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_ratio_num_var30_saldo_var30","abs_f_diff_num_var30_4","imp_op_var39_comer_ult3","num_meses_var39_vig_ult3","new_num_group5_prcnt","f_diff_var_15_var_36_less_60","new_num_var5_0","abs_f_diff_saldo_medio_var5_8_ult11","saldo_var42","max.saldo","saldo_var8","0.834652","0.837298","0.835273","0.822352","0.834608","0.821639","0.832179","0.820756","0.828732","0.842499"
"f_num_3_sum_num","f_diff_saldo_var5_saldo_medio_var5_hace2","num_quantile_diff_3","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_var_15_var_38","n0","var15_ratio","ind_var30","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_saldo_medio_var5_ult13","num_var42","num_var4","num_quantile_diff_1","new_num_prcnt","new_ind_var30_0","ind_comb_rank","new_num_var30_0","num_var22_hace3","num_var45_ult3","0.832318","0.815542","0.82584","0.817709","0.821478","0.810037","0.829177","0.801697","0.819364","0.83066"
"f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","ind_var30","nonzerocount.saldo","new_num_var5_0","saldo_var30","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_num_var30_0","f_diff_saldo_medio_var5_ult13","f_diff_var_15_larger","var15_ratio","f_ratio_num_var42_saldo_var42","num_med_var45_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_saldo_var5_saldo_medio_var5_ult1","saldo_medio_var5_ult1","f_diff_var_15_var_36_less_60","ind_var5","new_num_group5_prcnt","num_meses_var5_ult3","0.822767","0.82064","0.821896","0.807243","0.821638","0.809875","0.81095","0.808193","0.813972","0.831241"
